rah,decd,mag,jh,zphot,arxiv,author,ra,dec,jname,zspec,field,jmag,hmag,id_zf,mass,sn,s11,muv,zeazy,mu,beta,ezphot,emuv,ebeta,logm,Muv,F150W,F200W,photz_2.5,photz_16,photz_84,photz_97.5,tform_16,tform_50,tform_84,stellar_mass_16,stellar_mass_50,stellar_mass_84,robust,zphot2,mag444,zerr,mptid,zplo,zphi,zserr,zflag,Te,Te_err,logO2pp,logO2pp_err,logO2p,logO2p_err,logOH,logOH_err,zperr,NIRCam_ID,z_Spec_flag,z_PRISM,z_spec_source,jades_id,Muv_err,beta_err,dv,dv_err,dchi2,pz,zphot_err,xi_Ha,nircam_id,gratings,zspec_err,beta_UV,beta_UV_err,beta_opt,beta_opt_err,m_uv,M_UV,z_ALT,n_lines_detected,zspec.,exptime,muv_err,emlines,id,count,F444W
,,,,4.32,2310.01112,Charlotte Simmonds,53.154920,-27.75777,j033237.18m274527.97,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.154928&dec=-27.75777&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0459,25.43,,,,,,,,,,,,,,,,JADES-GS+53.15492-27.75777,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.154928&dec=-27.75777&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2306.02467,Andrew Bunker,53.154956,-27.76418,j033237.19m274551.06,-1.000,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.154955818&dec=-27.76418257&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,213263,NA,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,10009382,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.154955818&dec=-27.76418257&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,6.67,2310.01112,Charlotte Simmonds,53.154950,-27.81580,j033237.19m274856.88,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.154958&dec=-27.8158&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0792,-1.0,,,,,,,,,,,,,,,,JADES-GS+53.15495-27.81580,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.154958&dec=-27.8158&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,4.32,2310.01112,Charlotte Simmonds,53.154990,-27.75105,j033237.20m274503.78,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.154998&dec=-27.75105&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0432,25.39,,,,,,,,,,,,,,,,JADES-GS+53.15499-27.75105,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.154998&dec=-27.75105&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,4.80,2310.01112,Charlotte Simmonds,53.155000,-27.78637,j033237.20m274710.93,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.1558&dec=-27.78637&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,25.62,,,,,,,,,,,,,,,,JADES-GS+53.15500-27.78637,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.1558&dec=-27.78637&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,4.23,2310.01112,Charlotte Simmonds,53.155020,-27.80706,j033237.20m274825.42,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155028&dec=-27.80706&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0494,25.04,,,,,,,,,,,,,,,,JADES-GS+53.15502-27.80706,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155028&dec=-27.80706&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2306.02467,Andrew Bunker,53.155059,-27.80813,j033237.21m274829.28,-1.000,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.15505858&dec=-27.80813456&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,200130,NA,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,10000966,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.15505858&dec=-27.80813456&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,6.67,2310.01112,Charlotte Simmonds,53.155060,-27.81537,j033237.21m274855.33,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155068&dec=-27.81537&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0844,-1.0,,,,,,,,,,,,,,,,JADES-GS+53.15506-27.81537,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155068&dec=-27.81537&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,30.038286481854758,,10.29,2306.02468,Kevin Hainline,53.155100,-27.75395,j033237.22m274514.22,-9999.000,,,,,,,,,,,,,,,,-17.97,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155100299250398&dec=-27.753951235469597&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,JADES-GS-53.1551-27.75395,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155100299250398&dec=-27.753951235469597&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2306.02467,Andrew Bunker,53.155080,-27.80178,j033237.22m274806.39,7.300,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155079888&dec=-27.80177604&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,110996,C,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8115,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155079888&dec=-27.80177604&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,6.50,2310.01112,Charlotte Simmonds,53.155150,-27.76073,j033237.24m274538.63,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155158&dec=-27.76073&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0888,25.46,,,,,,,,,,,,,,,,JADES-GS+53.15515-27.76073,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155158&dec=-27.76073&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2306.02467,Andrew Bunker,53.155168,-27.81595,j033237.24m274857.43,2.771,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155167518&dec=-27.81595155&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,197887,B,2.771,,,,,,,,,,,,,,,,,,,,,,,,,,10000483,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155167518&dec=-27.81595155&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2306.02467,Andrew Bunker,53.155270,-27.80985,j033237.26m274835.45,1.742,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155270198&dec=-27.80984677&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,199579,C,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,10008722,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155270198&dec=-27.80984677&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,5.83,2310.01112,Charlotte Simmonds,53.155300,-27.80556,j033237.27m274820.02,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.15538&dec=-27.80556&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0568,25.09,,,,,,,,,,,,,,,,JADES-GS+53.15530-27.80556,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.15538&dec=-27.80556&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,5.55,2310.01112,Charlotte Simmonds,53.155350,-27.73753,j033237.28m274415.11,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155358&dec=-27.73753&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0616,-1.0,,,,,,,,,,,,,,,,JADES-GS+53.15535-27.73753,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155358&dec=-27.73753&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,30.038721869613408,,8.57,2306.02468,Kevin Hainline,53.155325,-27.78665,j033237.28m274711.93,-9999.000,,,,,,,,,,,,,,,,-17.04,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155324900439158&dec=-27.786646156467686&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,JADES-GS-53.15532-27.78665,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155324900439158&dec=-27.786646156467686&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,6.68,2310.01112,Charlotte Simmonds,53.155350,-27.81523,j033237.28m274854.83,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155358&dec=-27.81523&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1024,-1.0,,,,,,,,,,,,,,,,JADES-GS+53.15535-27.81523,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155358&dec=-27.81523&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,28.88036742270727,,8.57,2306.02468,Kevin Hainline,53.155358,-27.82726,j033237.29m274938.12,-9999.000,,,,,,,,,,,,,,,,-18.25,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.15535819442668&dec=-27.827255245289848&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,JADES-GS-53.15536-27.82726,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.15535819442668&dec=-27.827255245289848&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2306.02467,Andrew Bunker,53.155414,-27.81847,j033237.30m274906.50,2.717,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.15541388&dec=-27.81847162&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,99026,B,2.717,,,,,,,,,,,,,,,,,,,,,,,,,,3473,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.15541388&dec=-27.81847162&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,4.04,2310.01112,Charlotte Simmonds,53.155490,-27.80389,j033237.32m274814.01,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155498&dec=-27.80389&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0429,25.19,,,,,,,,,,,,,,,,JADES-GS+53.15549-27.80389,2,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155498&dec=-27.80389&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2306.02467,Andrew Bunker,53.155486,-27.80389,j033237.32m274814.01,4.044,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155486078&dec=-27.80389054&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,109645,A,4.039,,,,,,,,,,,,,,,,,,,,,,,,,,7507,2,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155486078&dec=-27.80389054&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,6.85,2310.01112,Charlotte Simmonds,53.155590,-27.78874,j033237.34m274719.46,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155598&dec=-27.78874&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0705,-1.0,,,,,,,,,,,,,,,,JADES-GS+53.15559-27.78874,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155598&dec=-27.78874&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2306.02467,Andrew Bunker,53.155566,-27.82177,j033237.34m274918.38,-1.000,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155566038&dec=-27.8217733&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,263214,NA,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,10000183,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155566038&dec=-27.8217733&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,4.32,2310.01112,Charlotte Simmonds,53.155610,-27.73065,j033237.35m274350.34,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155618&dec=-27.73065&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0505,25.33,,,,,,,,,,,,,,,,JADES-GS+53.15561-27.73065,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155618&dec=-27.73065&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,29.0048010107417,,8.48,2306.02468,Kevin Hainline,53.155765,-27.75095,j033237.38m274503.43,-9999.000,,,,,,,,,,,,,,,,-17.76,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.1557654437152048&dec=-27.750953372033482&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,JADES-GS-53.15577-27.75095,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.1557654437152048&dec=-27.750953372033482&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,6.10,2310.01112,Charlotte Simmonds,53.155780,-27.74613,j033237.39m274446.07,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155788&dec=-27.74613&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076,25.06,,,,,,,,,,,,,,,,JADES-GS+53.15578-27.74613,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155788&dec=-27.74613&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2306.04627,Joris Witstok,53.155790,-27.81520,j033237.39m274854.75,6.712,,,,,,,,,,,-2.39,,,,,-18.48,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155798&dec=-27.8152&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JADES-GS+53.15579-27.81520,0.04,0.09,106.0,23.0,,,,,,,,,,,,,,,,,,,,4297,3,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155798&dec=-27.8152&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2306.02467,Andrew Bunker,53.155794,-27.81521,j033237.39m274854.75,6.713,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155793698&dec=-27.81520893&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,101683,A,6.718,,,,,,,,,,,,,,,,,,,,,,,,,,4297,3,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155793698&dec=-27.81520893&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,6.71,2310.01112,Charlotte Simmonds,53.155790,-27.81521,j033237.39m274854.75,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155798&dec=-27.81521&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0803,-1.0,,,,,,,,,,,,,,,,JADES-GS+53.15579-27.81521,3,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155798&dec=-27.81521&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,5.35,2310.01112,Charlotte Simmonds,53.155840,-27.76672,j033237.40m274600.19,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155848&dec=-27.76672&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0686,25.45,,,,,,,,,,,,,,,,JADES-GS+53.15584-27.76672,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155848&dec=-27.76672&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2306.02467,Andrew Bunker,53.155851,-27.80770,j033237.40m274827.70,1.739,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.15585158&dec=-27.80769582&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,200216,B,1.739,,,,,,,,,,,,,,,,,,,,,,,,,,6349,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.15585158&dec=-27.80769582&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,4.32,2310.01112,Charlotte Simmonds,53.155970,-27.83114,j033237.43m274952.10,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155978&dec=-27.83114&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0501,25.44,,,,,,,,,,,,,,,,JADES-GS+53.15597-27.83114,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.155978&dec=-27.83114&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,4.32,2310.01112,Charlotte Simmonds,53.156050,-27.73040,j033237.45m274349.44,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.156058&dec=-27.7304&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0487,25.74,,,,,,,,,,,,,,,,JADES-GS+53.15605-27.73040,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.156058&dec=-27.7304&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,6.59,2310.01112,Charlotte Simmonds,53.156030,-27.78098,j033237.45m274651.53,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.156038&dec=-27.78098&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0687,-1.0,,,,,,,,,,,,,,,,JADES-GS+53.15603-27.78098,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.156038&dec=-27.78098&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2306.02467,Andrew Bunker,53.156077,-27.76765,j033237.46m274603.56,1.715,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.156077348&dec=-27.76765448&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,137160,A,1.715,,,,,,,,,,,,,,,,,,,,,,,,,,21598,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.156077348&dec=-27.76765448&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2306.02467,Andrew Bunker,53.156101,-27.77588,j033237.46m274633.17,6.102,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.156101018&dec=-27.77588137&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,209276,A,6.105,,,,,,,,,,,,,,,,,,,,,,,,,,17566,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.156101018&dec=-27.77588137&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,4.15,2310.01112,Charlotte Simmonds,53.156130,-27.82130,j033237.47m274916.68,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.156138&dec=-27.8213&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0437,25.29,,,,,,,,,,,,,,,,JADES-GS+53.15613-27.82130,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.156138&dec=-27.8213&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,6.10,2310.01112,Charlotte Simmonds,53.156180,-27.77576,j033237.48m274632.74,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.156188&dec=-27.77576&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1065,25.19,,,,,,,,,,,,,,,,JADES-GS+53.15618-27.77576,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.156188&dec=-27.77576&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,4.36,2310.01112,Charlotte Simmonds,53.156220,-27.73481,j033237.49m274405.32,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.156228&dec=-27.73481&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0468,25.5,,,,,,,,,,,,,,,,JADES-GS+53.15622-27.73481,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.156228&dec=-27.73481&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2306.02467,Andrew Bunker,53.156237,-27.80074,j033237.50m274802.65,5.060,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.156236988&dec=-27.80073619&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,111668,B,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,10009320,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.156236988&dec=-27.80073619&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,5.76,2310.01112,Charlotte Simmonds,53.156240,-27.83617,j033237.50m275010.21,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.156248&dec=-27.83617&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.073,25.32,,,,,,,,,,,,,,,,JADES-GS+53.15624-27.83617,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.156248&dec=-27.83617&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,27.621117969046693,,8.49,2306.02468,Kevin Hainline,53.156328,-27.83128,j033237.52m274952.62,7.923,,,,,,,,,,,,,,,,-18.77,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.15632787142498&dec=-27.831282691258384&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRESCO,,,,,,,,,,,,,,,,,,,,,,,,,JADES-GS-53.15633-27.83128,2,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.15632787142498&dec=-27.831282691258384&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,8.55,2310.01112,Charlotte Simmonds,53.156330,-27.83128,j033237.52m274952.62,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.156338&dec=-27.83128&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1037,-1.0,,,,,,,,,,,,,,,,JADES-GS+53.15633-27.83128,2,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.156338&dec=-27.83128&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,29.57473251785939,,10.22,2306.02468,Kevin Hainline,53.156375,-27.74844,j033237.53m274454.40,-9999.000,,,,,,,,,,,,,,,,-18.65,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.156374501753668&dec=-27.748443717888033&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,JADES-GS-53.15637-27.74844,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.156374501753668&dec=-27.748443717888033&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,4.32,2310.01112,Charlotte Simmonds,53.156370,-27.75567,j033237.53m274520.41,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.156378&dec=-27.75567&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0525,25.86,,,,,,,,,,,,,,,,JADES-GS+53.15637-27.75567,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=53.156378&dec=-27.75567&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
