rah,decd,mag,jh,zphot,arxiv,author,ra,dec,jname,zspec,field,jmag,hmag,id_zf,mass,sn,s11,muv,zeazy,mu,beta,ezphot,emuv,ebeta,logm,Muv,F150W,F200W,photz_2.5,photz_16,photz_84,photz_97.5,tform_16,tform_50,tform_84,stellar_mass_16,stellar_mass_50,stellar_mass_84,robust,zphot2,mag444,zerr,mptid,zplo,zphi,zserr,zflag,Te,Te_err,logO2pp,logO2pp_err,logO2p,logO2p_err,logOH,logOH_err,zperr,NIRCam_ID,z_Spec_flag,z_PRISM,z_spec_source,jades_id,Muv_err,beta_err,dv,dv_err,dchi2,pz,zphot_err,xi_Ha,nircam_id,gratings,zspec_err,beta_UV,beta_UV_err,beta_opt,beta_opt_err,m_uv,M_UV,z_ALT,n_lines_detected,zspec.,exptime,muv_err,emlines,id,count,F444W
,,,,,2410.01874,Rohan Naidu,3.559728,-30.35876,j001414.33m302131.53,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.55972818&dec=-30.3587575&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.796587,1,,,,,76306,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.55972818&dec=-30.3587575&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.559689,-30.40540,j001414.33m302419.44,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.55968868&dec=-30.4054005&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.979208,1,,,,,23660,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.55968868&dec=-30.4054005&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.559698,-30.42204,j001414.33m302519.34,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.5596988&dec=-30.4220378&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.633823,1,,,,,15383,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.5596988&dec=-30.4220378&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.559753,-30.34002,j001414.34m302024.09,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.55975328&dec=-30.3400245&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.053996,1,,,,,64771,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.55975328&dec=-30.3400245&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.559801,-30.33139,j001414.35m301952.99,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.55980118&dec=-30.3313872&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.117698,1,,,,,60624,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.55980118&dec=-30.3313872&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.559810,-30.33952,j001414.35m302022.28,3.056,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.55981018&dec=-30.3395222&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.055718,2,,,,,64745,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.55981018&dec=-30.3395222&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.559817,-30.40371,j001414.36m302413.35,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.55981718&dec=-30.403707&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.792143,1,,,,,24610,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.55981718&dec=-30.403707&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.559879,-30.40375,j001414.37m302413.48,5.795,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.55987938&dec=-30.403745&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.794686,2,,,,,24481,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.55987938&dec=-30.403745&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.560002,-30.38286,j001414.40m302258.28,5.654,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56000188&dec=-30.3828565&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.653934,3,,,,,43950,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56000188&dec=-30.3828565&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.560174,-30.41673,j001414.44m302500.22,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56017448&dec=-30.4167275&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.008115,1,,,,,17882,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56017448&dec=-30.4167275&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.560196,-30.41018,j001414.45m302436.63,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56019588&dec=-30.4101758&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.766567,1,,,,,20828,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56019588&dec=-30.4101758&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.560313,-30.40329,j001414.48m302411.84,0.945,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56031338&dec=-30.4032892&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.944906,2,,,,,25771,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56031338&dec=-30.4032892&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.560379,-30.36001,j001414.49m302136.03,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56037858&dec=-30.3600074&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.037578,1,,,,,77104,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56037858&dec=-30.3600074&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.560447,-30.39622,j001414.51m302346.38,2.933,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56044668&dec=-30.3962165&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.933301,2,,,,,29094,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56044668&dec=-30.3962165&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.560512,-30.35121,j001414.52m302104.35,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56051178&dec=-30.3512077&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.295463,1,,,,,72324,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56051178&dec=-30.3512077&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.560530,-30.41615,j001414.53m302458.14,2.291,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56052998&dec=-30.4161493&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.290884,3,,,,,18986,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56052998&dec=-30.4161493&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.560566,-30.41446,j001414.54m302452.06,3.144,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56056648&dec=-30.4144622&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.144404,2,,,,,18947,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56056648&dec=-30.4144622&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.560626,-30.42030,j001414.55m302513.07,5.549,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56062628&dec=-30.4202961&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.549291,3,,,,,16329,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56062628&dec=-30.4202961&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.560685,-30.34382,j001414.56m302037.75,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56068518&dec=-30.3438196&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95747,1,,,,,67276,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56068518&dec=-30.3438196&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.560749,-30.33133,j001414.58m301952.78,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56074938&dec=-30.3313265&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.315403,1,,,,,60900,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56074938&dec=-30.3313265&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.560757,-30.39944,j001414.58m302357.99,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56075728&dec=-30.399441&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7766,1,,,,,26977,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56075728&dec=-30.399441&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.560776,-30.34680,j001414.59m302048.48,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56077648&dec=-30.3467991&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.269705,1,,,,,68927,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56077648&dec=-30.3467991&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.560792,-30.39577,j001414.59m302344.78,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56079198&dec=-30.3957733&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.775374,1,,,,,28930,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56079198&dec=-30.3957733&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.560792,-30.39962,j001414.59m302358.64,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56079188&dec=-30.399622&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.847857,1,,,,,27356,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56079188&dec=-30.399622&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.560845,-30.39678,j001414.60m302348.40,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56084468&dec=-30.3967765&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.769252,1,,,,,28451,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56084468&dec=-30.3967765&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.560880,-30.34682,j001414.61m302048.55,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56087978&dec=-30.3468205&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.271816,1,,,,,68991,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56087978&dec=-30.3468205&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.560919,-30.34691,j001414.62m302048.89,4.268,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56091918&dec=-30.3469145&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.268052,2,,,,,68792,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56091918&dec=-30.3469145&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.560917,-30.36666,j001414.62m302159.96,2.314,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56091738&dec=-30.3666553&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.313594,2,,,,,31673,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56091738&dec=-30.3666553&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.560966,-30.34666,j001414.63m302047.98,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56096648&dec=-30.3466599&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.278107,1,,,,,69563,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56096648&dec=-30.3466599&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.561085,-30.39926,j001414.66m302357.33,5.769,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56108548&dec=-30.3992584&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.768642,2,,,,,27108,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56108548&dec=-30.3992584&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.561099,-30.39932,j001414.66m302357.57,5.775,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56109948&dec=-30.3993238&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.775133,3,,,,,27044,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56109948&dec=-30.3993238&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.561138,-30.41934,j001414.67m302509.64,2.206,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56113758&dec=-30.4193446&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.205928,2,,,,,16774,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56113758&dec=-30.4193446&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.561169,-30.41380,j001414.68m302449.69,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.5611698&dec=-30.4138035&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.789346,1,,,,,19052,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.5611698&dec=-30.4138035&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.561195,-30.41983,j001414.69m302511.38,2.373,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56119518&dec=-30.4198291&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.373447,2,,,,,16551,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56119518&dec=-30.4198291&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.561330,-30.33352,j001414.72m302000.65,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56132978&dec=-30.3335151&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.30854,1,,,,,62121,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56132978&dec=-30.3335151&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.561508,-30.34065,j001414.76m302026.33,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56150838&dec=-30.3406459&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.773939,1,,,,,65678,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56150838&dec=-30.3406459&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.561516,-30.34652,j001414.76m302047.47,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56151558&dec=-30.3465191&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.908122,1,,,,,68837,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56151558&dec=-30.3465191&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.561584,-30.40432,j001414.78m302415.57,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56158448&dec=-30.404324&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.334483,1,,,,,24123,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56158448&dec=-30.404324&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.561684,-30.35724,j001414.80m302126.07,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56168438&dec=-30.3572417&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.777314,1,,,,,75210,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56168438&dec=-30.3572417&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.561655,-30.36894,j001414.80m302208.17,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56165478&dec=-30.3689368&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.332012,1,,,,,33428,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56165478&dec=-30.3689368&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.561766,-30.40595,j001414.82m302421.42,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56176618&dec=-30.4059491&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.080129,1,,,,,23241,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56176618&dec=-30.4059491&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.561840,-30.41638,j001414.84m302458.96,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56183968&dec=-30.4163782&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.838192,1,,,,,18146,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56183968&dec=-30.4163782&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.561857,-30.38877,j001414.85m302319.58,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56185688&dec=-30.3887736&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.304907,1,,,,,47440,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56185688&dec=-30.3887736&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.561855,-30.39509,j001414.85m302342.32,5.774,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56185468&dec=-30.3950894&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.774046,2,,,,,29376,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56185468&dec=-30.3950894&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.561920,-30.34345,j001414.86m302036.43,2.658,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56192048&dec=-30.343453&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.658358,4,,,,,66943,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56192048&dec=-30.343453&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.561929,-30.38868,j001414.86m302319.24,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56192888&dec=-30.3886766&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.307575,1,,,,,47439,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56192888&dec=-30.3886766&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.561921,-30.41747,j001414.86m302502.90,2.294,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56192088&dec=-30.4174716&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.293846,2,,,,,17821,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.56192088&dec=-30.4174716&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
