id,ra,dec,gratings
aegis-2021005225,214.779805,52.815868,f170lp-g235h f290lp-g395h clear-prism
aegis-2021005292,214.758002,52.808136,f170lp-g235h f290lp-g395h clear-prism
aegis-2021005308,214.772993,52.82082,f170lp-g235h f290lp-g395h clear-prism
aegis-2021005361,214.770704,52.826478,f170lp-g235h f290lp-g395h clear-prism
aegis-2021005720,214.814659,52.77158,f170lp-g235h f290lp-g395h clear-prism
aegis-2021005961,214.784647,52.773314,f170lp-g235h f290lp-g395h clear-prism
aegis-2021005966,214.780501,52.7719,f170lp-g235h f290lp-g395h clear-prism
aegis-2021005988,214.779276,52.772737,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006040,214.824081,52.808525,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006059,214.785177,52.782383,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006083,214.77243,52.776054,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006096,214.833655,52.821059,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006106,214.781702,52.78465,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006134,214.819159,52.813288,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006182,214.754343,52.771912,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006214,214.80625,52.81275,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006242,214.825641,52.828859,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006317,214.781246,52.805248,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006361,214.776617,52.80637,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006394,214.772079,52.805705,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006452,214.76502,52.806319,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006471,214.76357,52.806578,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006475,214.766438,52.808862,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006497,214.760238,52.806472,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006634,214.81737,52.82975,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006718,214.749512,52.823766,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006728,214.770233,52.809575,f170lp-g235h f290lp-g395h clear-prism
aegis-2021006828,214.814652,52.808026,f170lp-g235h f290lp-g395h clear-prism
aegis-2021007799,214.816391,52.789018,f170lp-g235h f290lp-g395h clear-prism
aegis-2021007883,214.759568,52.8033,f170lp-g235h f290lp-g395h clear-prism
aegis-2021008021,214.829238,52.80843,f170lp-g235h f290lp-g395h clear-prism
aegis-2021008037,214.75012,52.778066,f170lp-g235h f290lp-g395h clear-prism
