id,ra,dec,zspec,Conf
722370979,53.15251,-27.78379,4.7781,3
610913894,53.1534,-27.78317,5.1369,2
610933896,53.15466,-27.78356,5.1386,2
722631021,53.15464,-27.78356,5.1385,3
721930863,53.15512,-27.78333,4.3712,1
722561014,53.15415,-27.78241,5.1323,2
722641022,53.15339,-27.7832,5.1371,2
601931670,53.15829,-27.78101,3.2494,1
721040705,53.15635,-27.78137,3.5966,1
723241092,53.15598,-27.78081,6.3184,2
600781253,53.15711,-27.78026,3.0222,3
600791254,53.15704,-27.77966,3.0215,3
602942058,53.15679,-27.77979,3.439,3
608873612,53.15815,-27.78075,4.7066,2
610813883,53.15783,-27.78003,5.1337,2
720220251,53.15701,-27.77967,3.0212,3
720740591,53.15678,-27.77981,3.439,3
722591017,53.15783,-27.78001,5.1342,3
722280969,53.15807,-27.78066,4.7063,3
722731033,53.15711,-27.78026,3.0173,3
721050706,53.16376,-27.78309,3.6007,2
605852879,53.16514,-27.78167,2.2299,3
608933623,53.16344,-27.78146,2.6576,1
721590802,53.16512,-27.78165,2.2297,3
722290970,53.16343,-27.78143,4.7391,2
722290971,53.16346,-27.78145,5.6822,1
610843887,53.16237,-27.78209,5.1338,1
722581016,53.16239,-27.78206,5.1339,2
605192636,53.16282,-27.77996,3.8861,2
720160218,53.16302,-27.77943,2.9967,1
721410751,53.16339,-27.78037,3.7651,1
721480767,53.16279,-27.77998,3.8858,2
606683149,53.16567,-27.78124,4.178,2
720170219,53.16576,-27.77997,2.9994,1
720180220,53.16594,-27.77983,2.9996,1
721730818,53.16567,-27.78127,4.1782,2
723121079,53.16457,-27.78038,6.0974,1
601271435,53.16313,-27.77913,3.0906,2
602031754,53.16374,-27.77904,3.2831,3
603072081,53.16398,-27.77966,3.4616,3
612834170,53.1648,-27.77931,5.7886,3
720340285,53.16313,-27.77912,3.0907,3
720500425,53.16376,-27.77907,3.283,3
720770598,53.16395,-27.77971,3.4612,3
722741034,53.16438,-27.77844,5.3597,2
722971062,53.1648,-27.77933,5.7885,3
720410296,53.15984,-27.78105,3.191,2
722360978,53.15967,-27.77963,4.7727,2
604682522,53.16222,-27.7793,3.7209,3
721270734,53.16218,-27.77931,3.7208,3
721380748,53.16056,-27.77893,3.7489,2
721950865,53.16055,-27.77876,4.3949,2
612344112,53.15847,-27.77811,5.5311,1
614094317,53.15812,-27.7785,6.3341,1
722891054,53.15845,-27.77811,5.5312,2
723261096,53.15814,-27.77849,6.3342,1
720380293,53.16011,-27.77834,3.1742,1
604642518,53.16304,-27.77685,3.715,2
613144209,53.16221,-27.77736,5.9195,2
721220728,53.16307,-27.77685,3.7149,3
722380980,53.16179,-27.77751,4.7774,2
723051072,53.16223,-27.77737,5.9199,2
601711633,53.16269,-27.7766,3.1907,3
602952059,53.16058,-27.77658,3.4394,1
720400295,53.1627,-27.77661,3.19,3
720750592,53.1606,-27.7767,3.4396,2
720830605,53.16058,-27.77612,2.5447,3
613014196,53.16339,-27.77449,5.8244,1
723001067,53.16341,-27.77452,5.8242,2
603462148,53.14421,-27.79062,3.5248,2
609173647,53.14377,-27.79087,4.7861,3
606523119,53.14549,-27.78899,4.1551,3
602702032,53.14316,-27.78797,3.4164,3
135041231,53.1385,-27.79024,5.4894,2
602722034,53.13788,-27.79162,3.4157,1
609043634,53.13886,-27.79126,4.7749,2
612194088,53.13854,-27.79019,5.4862,3
606543121,53.13992,-27.78881,4.1555,2
603112085,53.13789,-27.78775,3.4692,3
603852331,53.13811,-27.78966,3.6067,2
604292465,53.14305,-27.78736,3.6931,1
604852541,53.1433,-27.78674,3.7538,3
612314109,53.14017,-27.78699,5.5247,2
609643709,53.14067,-27.78669,4.8468,2
603672308,53.14674,-27.78768,3.5638,3
611463971,53.14574,-27.78816,5.2852,1
603662306,53.1464,-27.7854,3.5633,3
603662307,53.14659,-27.78547,4.7628,2
606943201,53.14592,-27.78656,4.2677,3
609793728,53.14606,-27.78541,4.8793,3
612334111,53.14656,-27.78618,5.5297,2
601171367,53.1499,-27.78497,3.0867,3
606533120,53.15029,-27.7855,4.1543,3
602521956,53.14812,-27.78332,3.3668,2
610883891,53.1502,-27.78311,5.1354,1
605632787,53.14892,-27.78269,4.0185,1
609553695,53.14847,-27.78336,4.8342,1
603082082,53.14421,-27.78516,3.4664,3
602211790,53.14168,-27.78457,3.3272,3
606483107,53.1467,-27.78161,4.1402,2
601741643,53.14631,-27.77933,3.1914,2
602271796,53.1466,-27.77944,3.3286,3
600260901,53.13716,-27.78711,2.9463,1
607543361,53.13716,-27.78734,4.399,3
135002046,53.1332,-27.78673,2.9501,2
600250900,53.13323,-27.7867,2.9482,3
606473106,53.13346,-27.78708,4.1416,2
606823187,53.13402,-27.78807,4.2217,2
603122086,53.136,-27.78593,3.4686,2
605312681,53.13922,-27.78416,3.9433,2
135016185,53.13687,-27.78364,4.0685,1
609623707,53.13768,-27.78255,4.8465,3
605662791,53.13313,-27.7865,4.025,2
135010177,53.13286,-27.78415,3.5427,2
135010178,53.13284,-27.78418,3.5525,1
603502226,53.1329,-27.78407,3.5411,3
605332683,53.13296,-27.78389,3.9433,2
609293667,53.13275,-27.78239,4.8071,1
609803729,53.13761,-27.78128,4.8791,3
605292678,53.13367,-27.78274,3.9246,3
612814168,53.13405,-27.7815,5.7816,2
604242415,53.14155,-27.78235,3.676,1
603862332,53.13948,-27.78078,3.6086,3
610553843,53.13875,-27.7821,5.0714,2
613464246,53.13985,-27.78139,6.0585,1
600901277,53.14082,-27.78046,3.0417,1
613174212,53.14211,-27.77986,5.9296,2
607803422,53.13808,-27.77948,4.4448,1
603872344,53.13935,-27.78015,3.6073,2
609833735,53.13954,-27.77815,4.8926,3
610063763,53.13836,-27.77722,4.9469,3
613204215,53.13837,-27.77868,5.9434,2
600841259,53.14186,-27.77809,3.0268,2
602221791,53.14157,-27.77706,3.3244,2
604882547,53.14159,-27.77496,3.7664,3
601051344,53.15268,-27.78277,5.1367,2
611383961,53.15109,-27.78288,5.2681,2
720280265,53.15267,-27.78275,5.1367,2
603152089,53.15344,-27.78105,1.8511,2
607143241,53.15363,-27.78139,4.3074,2
720700583,53.15342,-27.78105,1.8518,3
721840845,53.15252,-27.78194,4.2703,1
721870849,53.15363,-27.78138,2.3796,2
722060906,53.15336,-27.78137,4.5105,2
608173483,53.15044,-27.78105,4.5139,2
608193485,53.15195,-27.78132,4.5148,1
722070907,53.15204,-27.78128,4.5149,2
720850613,53.15439,-27.77969,1.8503,3
721100711,53.15602,-27.77895,3.6095,1
722030901,53.15568,-27.77931,1.8466,3
601871660,53.15214,-27.77932,3.2281,3
605322682,53.15393,-27.77919,3.944,2
720440311,53.15214,-27.77931,3.2282,3
721510776,53.15389,-27.77917,3.9438,2
720630456,53.15388,-27.77816,3.342,2
722951060,53.15463,-27.77693,5.7649,2
601251433,53.15044,-27.7797,3.0897,2
607183251,53.14993,-27.77796,4.3082,1
613224217,53.15202,-27.77827,5.9442,2
723061073,53.15202,-27.77828,5.9445,2
600951286,53.15348,-27.77702,3.0491,2
605842878,53.15266,-27.77576,4.0541,2
720270256,53.15347,-27.77702,3.0493,3
721580801,53.15265,-27.77574,4.0542,2
722080908,53.15357,-27.77681,4.5139,2
601571594,53.15002,-27.77633,3.1676,1
721130718,53.15251,-27.77476,3.6317,1
600601065,53.15827,-27.77744,1.5514,3
720190222,53.15827,-27.77746,1.5506,3
602922055,53.15953,-27.77675,3.4396,3
602922056,53.1596,-27.77684,4.7736,2
720720586,53.15949,-27.77677,3.4397,3
720720587,53.15962,-27.77683,4.773,2
603242100,53.15493,-27.77676,3.4736,2
720880616,53.15493,-27.77671,3.4735,3
604702524,53.15792,-27.77577,3.7234,3
604872546,53.15751,-27.77553,3.761,2
720910620,53.1579,-27.77458,3.4816,1
721290736,53.15792,-27.77579,3.7234,3
721390749,53.1575,-27.77555,3.7605,3
603172092,53.1605,-27.77611,2.5546,3
602912054,53.15878,-27.77515,3.4373,3
603162090,53.16012,-27.77631,2.5546,3
720730590,53.15878,-27.77515,3.4372,3
720760596,53.16029,-27.77623,2.5442,3
604672521,53.16184,-27.77442,3.7158,2
721240730,53.16179,-27.77442,3.715,2
604622516,53.15844,-27.77403,3.7117,1
604662520,53.15891,-27.77413,3.7142,2
720230252,53.15845,-27.77411,3.0206,2
720470420,53.15938,-27.77387,3.2523,2
720470421,53.15928,-27.77386,3.3364,3
721210727,53.15842,-27.77402,3.7116,3
723141081,53.16019,-27.7722,6.1036,2
609013631,53.15423,-27.77493,4.7698,2
610853888,53.15528,-27.77557,5.1338,1
720480422,53.15511,-27.77484,3.2552,2
722310973,53.15424,-27.77492,4.7702,3
722571015,53.1553,-27.77557,5.1335,2
611393962,53.15616,-27.77391,5.2643,1
722701029,53.15613,-27.77391,5.2652,2
603192095,53.15291,-27.77387,3.472,2
720840608,53.15293,-27.77387,3.4718,3
720900619,53.15368,-27.77418,3.4734,2
601131359,53.15442,-27.77142,2.2272,3
604652519,53.1548,-27.77311,3.7149,1
613254220,53.15446,-27.77324,5.9792,2
720070068,53.15467,-27.77138,2.9499,2
720320277,53.15442,-27.77143,2.2278,3
720620455,53.15437,-27.77189,3.3385,1
721230729,53.1548,-27.77307,3.7144,2
723071074,53.15444,-27.77324,5.9794,3
613274222,53.157,-27.77265,5.9789,2
720710584,53.1567,-27.77242,3.4174,2
721340741,53.15664,-27.77201,3.7293,2
723091076,53.157,-27.7727,5.9791,2
604012362,53.15846,-27.77119,3.6615,1
720240253,53.15848,-27.772,3.0222,2
721140719,53.15848,-27.7712,3.662,2
722911056,53.15898,-27.77058,5.5968,1
723161083,53.15946,-27.77148,6.1101,2
723221090,53.15904,-27.77154,6.3066,1
600300998,53.15482,-27.77138,2.9493,1
600310999,53.15467,-27.77122,2.9511,2
603222098,53.15504,-27.77104,3.4737,2
603252101,53.15642,-27.77071,3.4746,2
720860614,53.15635,-27.77177,3.4722,2
720870615,53.15505,-27.77103,3.4736,3
720890617,53.15644,-27.7707,3.4746,3
721350742,53.15627,-27.77184,3.7314,2
603312120,53.1464,-27.77832,1.8664,3
603312121,53.14629,-27.77839,4.9307,3
603352126,53.14731,-27.77759,1.8667,2
609943750,53.14615,-27.77784,4.932,2
603942355,53.1473,-27.77561,3.6551,1
610823884,53.14819,-27.77639,5.1334,2
601221430,53.14598,-27.77584,3.0875,2
606963206,53.14606,-27.7761,4.267,1
600280903,53.14849,-27.77452,2.9509,2
607523359,53.14833,-27.77514,4.3878,1
602281797,53.1473,-27.7734,3.3275,2
600240899,53.14877,-27.77165,2.9464,2
601261434,53.14543,-27.7747,3.0888,2
603602299,53.14413,-27.77355,1.9068,3
604762530,53.14179,-27.77407,3.7293,2
608183484,53.14177,-27.77452,4.5154,3
612404124,53.14193,-27.77294,5.5498,1
601231431,53.14273,-27.77262,3.0893,2
605732798,53.14349,-27.7722,4.0328,2
600401033,53.14731,-27.77224,2.9859,2
601691608,53.14652,-27.77191,3.187,2
606493108,53.14645,-27.77332,4.1413,1
139022248,53.14796,-27.77113,3.6585,2
600921283,53.14782,-27.77136,2.1719,3
603952356,53.14796,-27.77109,3.6575,3
604712525,53.14818,-27.7719,3.7234,2
600331001,53.14418,-27.77118,2.9559,2
600851260,53.14545,-27.77188,3.0253,2
605912916,53.14485,-27.77034,4.0999,2
603102084,53.15288,-27.77251,1.8487,3
720680577,53.15287,-27.77249,1.8486,3
612324110,53.15332,-27.77112,5.5258,2
722881053,53.1533,-27.77112,5.5257,2
606643144,53.15069,-27.77048,4.1703,2
602752037,53.15181,-27.7697,3.4188,2
602752038,53.15182,-27.76981,5.1364,1
608423514,53.15226,-27.77015,1.8483,3
608523533,53.15167,-27.77007,4.5768,2
722130913,53.15229,-27.77012,1.8492,3
722180925,53.15163,-27.7701,4.5765,2
722681027,53.15198,-27.77006,5.1365,1
602061757,53.15456,-27.77051,3.3002,2
604522493,53.15408,-27.76944,3.706,1
720510428,53.15456,-27.77051,3.2999,3
609363676,53.15677,-27.76914,4.8111,3
603892346,53.15567,-27.767,3.6102,3
614544365,53.15384,-27.76736,2.3172,2
600180689,53.15123,-27.76757,2.93,2
604992563,53.1535,-27.76608,3.8008,3
609953751,53.15306,-27.76616,4.933,3
600551049,53.15044,-27.76515,2.9989,3
602461851,53.14996,-27.76621,3.3385,1
606443103,53.1502,-27.76641,4.1395,3
608203486,53.1499,-27.76556,4.5147,2
609983754,53.15104,-27.76619,4.934,2
111021036,53.10335,-27.79967,5.9971,3
130018029,53.10851,-27.79628,4.0624,1
130006006,53.11243,-27.79791,3.4924,3
130012014,53.10522,-27.79679,3.6951,1
111010023,53.10025,-27.7944,4.2852,2
111016031,53.10226,-27.79322,4.5014,3
130033059,53.10272,-27.79204,5.1159,1
130001001,53.10831,-27.7932,2.9903,1
130015022,53.10814,-27.7871,3.9636,2
135037227,53.1219,-27.78823,5.2507,1
130013015,53.11829,-27.78918,3.7753,2
130009010,53.11579,-27.78933,3.5994,3
130026050,53.115,-27.78903,4.44,1
130003003,53.11561,-27.78819,3.3349,2
601881661,53.1255,-27.78818,3.2387,3
608823606,53.12468,-27.78756,4.7035,2
603042071,53.12605,-27.78625,4.4382,1
603442146,53.12631,-27.78714,3.5181,2
614144323,53.12549,-27.78667,6.3865,2
135031221,53.12735,-27.78515,4.763,3
602201789,53.12751,-27.78501,3.3237,3
608963626,53.12734,-27.78515,4.7614,3
135049239,53.12479,-27.78412,5.7877,2
608983628,53.1267,-27.78476,4.7622,2
135014183,53.12513,-27.78022,3.7732,2
135015184,53.12552,-27.78039,3.945,3
130002002,53.11013,-27.78532,3.087,2
131035136,53.10977,-27.78291,4.8278,2
135021202,53.1201,-27.78294,4.1436,2
136042193,53.12085,-27.77867,5.0827,1
131013100,53.11484,-27.78018,3.585,1
136005127,53.12118,-27.77672,3.2585,1
111013028,53.09341,-27.78994,4.3779,2
141036146,53.0933,-27.78993,4.3811,3
141017090,53.09564,-27.78681,4.0591,2
131027123,53.10143,-27.78623,4.441,2
131016105,53.10423,-27.78371,3.728,3
131016106,53.10414,-27.78372,6.0626,1
131004049,53.09975,-27.78449,3.0685,1
141026122,53.09266,-27.78525,4.126,2
141037147,53.08945,-27.78379,4.4419,2
141008080,53.0876,-27.78463,3.5344,1
131020113,53.10098,-27.78021,4.0438,2
131036137,53.09881,-27.77837,4.8978,2
141004076,53.09468,-27.7772,3.0025,2
141013086,53.09589,-27.77752,3.8893,1
131021114,53.09551,-27.77586,4.0593,2
131002047,53.10638,-27.78211,2.9728,1
131041145,53.10896,-27.7793,5.0388,1
131029126,53.10473,-27.77951,4.5356,1
131015104,53.10673,-27.77722,3.6323,2
136008130,53.11457,-27.7743,3.3357,1
136041192,53.11527,-27.77279,5.0817,1
131010093,53.10276,-27.77654,3.2043,2
131011094,53.1003,-27.77238,3.3411,3
131032131,53.1068,-27.77272,4.7846,1
132002002,53.10356,-27.76899,2.9995,1
132025047,53.10514,-27.76644,4.0582,3
602371807,53.13073,-27.78169,3.3329,1
610803882,53.13081,-27.78202,5.1309,2
606673148,53.13434,-27.77979,4.1778,2
600270902,53.13447,-27.77779,2.9482,2
603232099,53.13637,-27.77772,3.4739,1
602351805,53.13596,-27.77705,3.3352,3
139019244,53.13671,-27.77502,3.5155,2
136010134,53.13095,-27.77314,2.224,3
139016238,53.13626,-27.7698,3.2501,3
136044198,53.12326,-27.7712,5.2371,3
136017144,53.12383,-27.76965,3.7369,3
136039190,53.12885,-27.76718,4.9459,2
139008191,53.12991,-27.76824,3.1811,2
139037285,53.14246,-27.77036,4.139,1
606433102,53.1425,-27.77034,4.139,3
139069326,53.13963,-27.772,6.0784,1
605672792,53.1443,-27.77019,4.0233,1
603902347,53.1439,-27.77009,3.6115,2
139043296,53.13854,-27.77036,4.5886,2
606793183,53.14649,-27.76739,4.2103,2
600631090,53.14674,-27.76626,3.0064,2
609133643,53.14794,-27.76633,4.7809,2
614554366,53.14778,-27.76561,2.319,3
612734160,53.14877,-27.76383,5.7658,1
603262102,53.15119,-27.76376,3.4735,2
139044297,53.144,-27.76506,4.8129,2
139017239,53.13604,-27.76485,3.2456,1
139065322,53.13881,-27.76258,5.8027,2
139013229,53.13263,-27.76537,3.1935,2
139046300,53.13674,-27.75937,4.8654,1
139047301,53.1429,-27.75888,4.9405,1
139032271,53.13906,-27.75883,3.9775,3
136006128,53.1232,-27.7693,3.3285,1
136012137,53.1153,-27.77032,3.4314,3
137026047,53.12433,-27.76321,3.604,2
136003119,53.11409,-27.76726,3.0178,1
137054127,53.11625,-27.7636,4.7265,1
137055128,53.11229,-27.75952,4.7862,3
137015034,53.11738,-27.75775,3.5145,2
140006025,53.12954,-27.75804,3.4893,2
140024077,53.13105,-27.75439,4.3134,2
140047114,53.13458,-27.75649,5.4503,1
140018054,53.13258,-27.75244,3.978,3
140005024,53.13467,-27.74915,3.4708,2
137040095,53.12443,-27.75517,4.1236,2
137001001,53.12237,-27.75231,2.929,1
137073149,53.12325,-27.74978,5.6483,1
140012041,53.1349,-27.74722,3.7969,2
607603368,53.17333,-27.78387,4.4075,3
610143772,53.17413,-27.77958,4.979,1
604222413,53.1779,-27.77935,3.6761,2
605602781,53.17779,-27.77875,3.9886,2
607053227,53.17883,-27.7791,4.2764,2
601781649,53.1762,-27.77877,3.1937,2
605112594,53.17699,-27.77746,3.8359,1
608543537,53.17716,-27.7781,4.6,2
600531047,53.17094,-27.78118,2.9982,3
600821257,53.17125,-27.78068,3.026,2
720140188,53.17094,-27.78118,2.9985,3
720250254,53.17114,-27.78069,3.0265,2
603142088,53.17281,-27.77978,3.4713,3
604312467,53.17135,-27.77898,3.6966,2
614564367,53.169,-27.77881,6.6359,1
723301100,53.169,-27.77878,6.636,2
607823424,53.17047,-27.77835,4.4463,2
609973753,53.17119,-27.77844,4.9418,3
722000895,53.17044,-27.77832,4.4461,2
722020898,53.17086,-27.77859,4.4474,2
722260967,53.1702,-27.77735,4.7056,3
722470995,53.17109,-27.77843,4.9389,3
602041755,53.17459,-27.77791,3.2838,2
608253491,53.17481,-27.7761,4.5173,1
609843736,53.17273,-27.77708,4.8904,2
610483833,53.1718,-27.7769,5.0558,2
602611999,53.17823,-27.77794,3.3811,2
604842540,53.17954,-27.77805,3.75,1
609903746,53.18046,-27.77679,4.9226,2
611613987,53.18073,-27.77646,5.3885,1
604902549,53.17834,-27.77643,3.7694,2
609993755,53.17797,-27.77707,4.9384,2
613114206,53.17825,-27.77719,5.8953,2
607873429,53.1808,-27.77413,4.4721,3
607953461,53.18037,-27.77452,4.4724,2
609463686,53.18067,-27.77288,4.8121,2
610133771,53.17697,-27.77505,4.9772,2
604022364,53.17825,-27.77403,3.6729,3
608293500,53.17738,-27.77396,4.519,2
608463524,53.17776,-27.77304,4.5579,2
602762039,53.1752,-27.77431,3.4189,2
601831654,53.18025,-27.77277,3.1957,1
613754278,53.17929,-27.77325,6.109,2
610343818,53.18043,-27.77059,5.0348,2
602742036,53.17819,-27.7717,3.4151,2
602782041,53.17798,-27.77117,3.4296,2
612534137,53.1787,-27.7692,5.6243,2
604042366,53.16929,-27.77811,3.6662,2
604692523,53.16782,-27.7786,3.7184,3
611714012,53.16766,-27.77738,5.4059,1
721150720,53.16929,-27.77811,3.6665,3
721250731,53.16782,-27.77862,3.7218,3
722771037,53.16767,-27.77744,5.4053,2
608843608,53.17018,-27.77733,4.7059,2
721010695,53.17032,-27.7765,3.554,1
722521002,53.1699,-27.77685,5.0568,2
722751035,53.17019,-27.77696,5.3877,2
721500775,53.1674,-27.77689,3.9206,2
722170924,53.16661,-27.77653,4.5556,1
601091353,53.16761,-27.77474,3.071,2
603532286,53.16812,-27.77527,3.5528,3
609433683,53.16892,-27.77581,4.8106,2
613764279,53.16854,-27.77559,6.1113,1
720300272,53.16761,-27.77473,3.0707,3
720990693,53.16812,-27.77526,3.5528,3
721670812,53.16745,-27.77541,4.1384,2
722420990,53.16894,-27.77582,4.8107,2
723171084,53.16853,-27.77562,6.1145,2
608303501,53.17148,-27.77489,4.5197,1
610223798,53.17066,-27.7758,5.0029,1
613104205,53.17012,-27.775,5.8928,2
723031070,53.17007,-27.77504,5.8927,3
611583984,53.1728,-27.77339,5.3831,1
602321801,53.16969,-27.77258,3.3307,3
720580451,53.1697,-27.7726,3.3306,3
721860848,53.17062,-27.77417,4.2775,2
608273497,53.16456,-27.77501,4.519,1
720490423,53.1661,-27.7753,3.2625,2
721940864,53.16582,-27.77532,4.384,2
722100910,53.16457,-27.77504,4.5195,2
722871052,53.16504,-27.77442,5.5192,1
607613369,53.16703,-27.77314,4.4052,2
721000694,53.16694,-27.77496,3.5548,2
721960866,53.16705,-27.77315,4.4048,2
606783182,53.16494,-27.77368,4.2128,3
609493689,53.1645,-27.77388,4.8234,3
721740819,53.16495,-27.77368,4.2127,3
722430991,53.16449,-27.77391,4.8235,3
722440992,53.16379,-27.77339,4.8246,2
608063472,53.16572,-27.77167,4.5037,3
614054313,53.16608,-27.77196,6.3161,2
722050905,53.16571,-27.77167,4.5051,3
722661024,53.16655,-27.77219,5.1376,1
723201088,53.1661,-27.77197,6.316,2
602622000,53.16743,-27.77219,3.3792,2
720640457,53.16742,-27.77218,3.3794,2
721110712,53.16724,-27.77246,3.6095,1
720290271,53.16942,-27.77029,3.0609,1
610943897,53.16655,-27.77215,5.1348,1
610943898,53.16657,-27.77211,5.4209,2
720590452,53.16639,-27.77062,3.3285,2
720950629,53.1663,-27.77157,3.5002,1
721090710,53.16584,-27.77131,3.6081,2
722661025,53.16654,-27.77211,5.4208,2
600361015,53.17357,-27.77357,2.981,2
600871273,53.17544,-27.77015,3.0331,2
602842047,53.17459,-27.77092,3.4335,2
602902053,53.1725,-27.77127,3.4333,2
602882051,53.1729,-27.77016,3.4329,2
602932057,53.17578,-27.77019,3.439,3
608153481,53.17762,-27.7699,4.5124,2
613084203,53.17654,-27.77101,5.8923,3
600671150,53.17755,-27.76851,1.5559,3
600431037,53.17655,-27.7686,2.9952,3
604302466,53.17603,-27.76668,3.6947,1
605572774,53.17213,-27.76987,3.9806,1
601281436,53.16988,-27.76835,3.0923,3
601841655,53.1697,-27.76889,3.2097,1
602862049,53.16988,-27.76813,3.4322,3
602962060,53.16999,-27.76939,3.4392,2
603092083,53.16966,-27.76977,3.4614,2
607393339,53.1705,-27.76848,4.3619,2
604742528,53.17027,-27.76698,3.7275,2
603372133,53.17315,-27.76782,3.5022,3
609403680,53.17528,-27.76553,4.8088,1
600571059,53.17152,-27.76599,2.9995,2
602832046,53.17239,-27.76554,3.4324,3
151025112,53.19401,-27.76205,3.8889,1
151008047,53.18325,-27.76197,3.1984,2
154014100,53.17976,-27.76032,3.7772,3
151019099,53.1847,-27.76102,3.6082,2
150032079,53.18466,-27.75471,4.06,2
601161366,53.16252,-27.77292,3.087,3
602331802,53.16282,-27.77185,3.3298,3
610873890,53.16192,-27.77292,5.1361,2
609113641,53.16268,-27.77284,4.7763,2
720330283,53.16254,-27.77291,3.087,3
720330284,53.16259,-27.77285,4.7761,2
720650458,53.16212,-27.77257,2.4471,3
722611019,53.16192,-27.77291,5.1361,2
720100180,53.16437,-27.77204,2.9769,1
721260733,53.16448,-27.77177,3.7164,1
721330740,53.16473,-27.77063,3.7279,2
601671606,53.16239,-27.77161,3.1875,3
602311800,53.16176,-27.77086,3.3298,3
604752529,53.16061,-27.77107,3.7286,2
604772531,53.16251,-27.77098,3.7281,2
610903893,53.16087,-27.77178,5.1361,2
613264221,53.16055,-27.77158,5.9799,3
720390294,53.16239,-27.7716,3.1874,3
722621020,53.16085,-27.7718,5.1361,2
720570450,53.16175,-27.77088,3.3296,3
721300737,53.16062,-27.77106,3.7283,3
722450993,53.16175,-27.77156,4.8251,2
723081075,53.16058,-27.77157,5.9799,3
723131080,53.161,-27.77128,6.101,1
606583127,53.16299,-27.77104,4.1596,3
606613135,53.16238,-27.7701,4.1589,2
612724159,53.16268,-27.76939,5.7649,2
720940628,53.16279,-27.77057,3.4996,2
721320739,53.16256,-27.77095,3.7287,2
721700815,53.16302,-27.77104,4.1593,3
721710816,53.16239,-27.77008,4.1593,2
722110911,53.16224,-27.77052,4.5195,2
611403963,53.16475,-27.76955,5.273,2
722781039,53.16631,-27.77033,5.4239,1
720810602,53.16001,-27.77103,1.8472,3
605712796,53.16054,-27.76878,4.0322,2
607153242,53.16077,-27.76837,4.3068,2
601791650,53.16483,-27.76535,3.1942,2
602251794,53.16223,-27.76607,3.3269,2
602732035,53.16101,-27.76679,3.4161,2
610863889,53.16198,-27.76589,5.1345,2
604422483,53.16306,-27.7647,3.704,2
610003756,53.16233,-27.76389,4.9388,2
602852048,53.16837,-27.76823,3.4335,2
154023113,53.16944,-27.76556,4.6901,2
604372478,53.17065,-27.76581,3.7026,3
608753596,53.16946,-27.7656,4.6876,3
614134322,53.16909,-27.76581,6.3484,2
605872881,53.16738,-27.76682,4.0827,3
603382134,53.16771,-27.76432,3.5032,2
604362477,53.17096,-27.76475,3.6984,1
607023224,53.17095,-27.76422,4.2748,1
600761250,53.17266,-27.7638,3.0189,2
607223270,53.17297,-27.76381,4.3134,1
610403824,53.1725,-27.76431,5.0519,3
603202096,53.1659,-27.7651,3.4702,3
604282464,53.16616,-27.76286,3.6891,3
601291437,53.16479,-27.76162,3.0925,3
613694272,53.1644,-27.76207,6.104,2
154015101,53.16807,-27.76171,3.8016,2
604982562,53.16821,-27.76176,3.8024,3
609163646,53.16859,-27.76299,4.7808,1
154025115,53.1673,-27.75998,4.7819,2
606623136,53.16665,-27.76078,4.1587,1
609123642,53.16721,-27.76004,4.781,3
613974303,53.15821,-27.76769,6.2453,2
608243490,53.15554,-27.76548,4.5181,1
611563982,53.15577,-27.76661,5.3566,2
602812044,53.15806,-27.76483,3.4327,3
602892052,53.15726,-27.765,3.4339,2
603622302,53.15764,-27.76473,3.5605,3
609693715,53.16113,-27.76355,4.8597,2
612414125,53.16164,-27.7631,5.5602,2
602972061,53.1547,-27.76584,3.4407,1
609143644,53.15457,-27.764,4.7811,3
612914180,53.15417,-27.76488,5.8007,1
600321000,53.15612,-27.76297,2.9511,1
604552504,53.15655,-27.76299,3.7082,2
600160687,53.15514,-27.7624,2.9304,3
601301438,53.15576,-27.7622,3.0888,1
610923895,53.15491,-27.76246,5.1368,2
602241793,53.1593,-27.76088,3.3264,3
606653145,53.15817,-27.76041,4.1711,2
600371016,53.15577,-27.76148,2.9823,2
603652305,53.15768,-27.7591,3.561,3
613154210,53.16281,-27.76079,5.9218,3
609153645,53.16332,-27.76084,4.7813,2
603782324,53.16276,-27.75826,3.5982,3
609913747,53.16302,-27.76025,4.9231,2
610473832,53.16595,-27.75929,5.0515,1
609923748,53.16381,-27.75794,4.9227,2
603322123,53.16161,-27.75761,3.5029,2
606463105,53.15921,-27.7574,4.1399,2
613184213,53.15878,-27.75928,5.9318,2
605222639,53.16117,-27.75542,3.9031,3
154002012,53.1746,-27.7566,3.0838,2
154008090,53.17263,-27.75414,3.4173,2
154010092,53.17455,-27.75472,3.5023,1
154005026,53.18082,-27.75553,3.101,1
154037129,53.17989,-27.75489,5.9309,2
154009091,53.16618,-27.75259,3.4181,2
154021111,53.16505,-27.75121,4.3818,2
151018098,53.19841,-27.75865,3.603,2
151042141,53.1985,-27.75788,4.7321,1
150020045,53.1893,-27.75238,3.6833,3
150033080,53.19066,-27.75244,4.1786,1
150009033,53.19503,-27.74996,3.4315,2
150027064,53.19512,-27.7471,3.7298,2
150005029,53.19584,-27.74714,3.1449,1
150022052,53.18314,-27.75073,5.0723,1
150006030,53.18811,-27.74911,3.1923,2
150008032,53.1879,-27.74941,3.326,2
150010034,53.18748,-27.74809,3.458,2
150007031,53.18141,-27.74687,3.2887,1
150040106,53.19083,-27.74539,5.067,1
149003108,53.17908,-27.74474,2.9992,3
