id,ra,dec,zspec,zconf
smc2031-117,307.96512,-40.62114,0.33676,3
smc2031-118,307.97554,-40.62118,0.34822,3
smc2031-127,307.9796,-40.62164,0.321,1
smc2031-128,307.97622,-40.6219,0.351066,3
smc2031-131,307.97814,-40.622,-0.000395,2
smc2031-134,307.97221,-40.62213,0.32879,2
smc2031-137,307.97813,-40.62229,-0.00038,3
smc2031-147,307.97696,-40.62266,8e-05,3
smc2031-150,307.97554,-40.62261,0.34372,3
smc2031-151,307.963,-40.62268,0.33062,3
smc2031-153,307.97205,-40.62276,-0.000357,3
smc2031-156,307.96224,-40.62295,0.34439,3
smc2031-163,307.9752,-40.62244,0.34301,3
smc2031-164,307.96647,-40.62312,0.34911,1
smc2031-167,307.96859,-40.62325,3.42062,3
smc2031-178,307.97429,-40.62393,0.34003,2
smc2031-181,307.96842,-40.62405,2.256,3
smc2031-183,307.96977,-40.62432,0.34382,3
smc2031-189,307.97073,-40.62434,0.34025,3
smc2031-190,307.97971,-40.62445,0.33993,2
smc2031-191,307.97565,-40.62456,0.355266,2
smc2031-193,307.97231,-40.62471,0.34209,3
smc2031-198,307.9807,-40.62482,0.34193,3
smc2031-201,307.9719,-40.62527,0.34001,3
smc2031-202,307.96721,-40.62503,3.34145,2
smc2031-203,307.96865,-40.62514,0.33395,3
smc2031-211,307.96976,-40.62524,3.50772,3
smc2031-217,307.97893,-40.62562,0.33426,3
smc2031-219,307.97079,-40.62573,3.509147,3
smc2031-236,307.98172,-40.6263,0.91565,3
smc2031-237,307.96804,-40.62638,0.3422,3
smc2031-238,307.97936,-40.62641,0.55444,3
smc2031-239,307.96304,-40.62646,0.34334,3
smc2031-241,307.98156,-40.62658,0.91606,3
smc2031-247,307.9789,-40.62688,0.0,3
smc2031-249,307.96752,-40.62694,0.33736,3
smc2031-250,307.96703,-40.627,0.3365,3
smc2031-251,307.97329,-40.62733,0.32964,3
smc2031-252,307.96857,-40.62705,0.336778,3
smc2031-256,307.97258,-40.62745,0.33586,2
smc2031-263,307.97423,-40.62784,3.506127,3
smc2031-276,307.98207,-40.62865,0.33509,2
smc2031-277,307.97362,-40.62871,0.348514,2
smc2031-279,307.97435,-40.6288,0.340003,3
smc2031-288,307.97109,-40.61695,0.31768,3
smc2031-289,307.96132,-40.6294,0.7879,3
smc2031-303,307.97169,-40.61694,0.339794,2
smc2031-305,307.97066,-40.617,0.33293,3
smc2031-311,307.97236,-40.61703,2.98883,3
smc2031-315,307.96488,-40.61769,1.07569,1
smc2031-317,307.97894,-40.61755,0.827164,3
smc2031-318,307.97531,-40.61775,-0.000364,1
smc2031-325,307.97152,-40.61841,0.0,3
smc2031-326,307.98102,-40.61921,0.33444,3
smc2031-328,307.97631,-40.61818,0.33182,3
smc2031-329,307.96303,-40.6186,0.333,3
smc2031-332,307.98119,-40.61825,0.23568,3
smc2031-338,307.97165,-40.6195,0.27743,3
smc2031-346,307.96437,-40.62014,0.32985,3
smc2031-348,307.96118,-40.62017,0.33874,3
smc2031-351,307.97251,-40.61983,0.34902,3
smc2031-352,307.9776,-40.62014,0.34629,2
smc2031-356,307.97191,-40.62058,2.257575,3
smc2031-360,307.96373,-40.62313,1.425945,3
smc2031-361,307.97321,-40.62512,3.42213,2
smc2031-362,307.96778,-40.63259,0.50024,3
smc2031-363,307.9719,-40.61777,0.35196,3
smc2031-364,307.96991,-40.61877,1.15883,3
smc2031-365,307.9794,-40.61922,0.6827,3
smc2031-366,307.97031,-40.62575,3.509216,3
smc2031-367,307.98319,-40.62646,0.798,3
smc2031-368,307.98283,-40.62812,1.04115,3
smc2031-369,307.97466,-40.61832,3.506211,3
smc2031-370,307.96723,-40.62042,3.85844,3
smc2031-371,307.97065,-40.61918,0.71156,3
smc2031-373,307.96798,-40.63004,2.256,3
smc2031-374,307.96579,-40.61789,1.14248,3
smc2031-375,307.9803,-40.63063,4.01,3
smc2131-1,322.77436,-40.31431,4.45465,3
smc2131-2,322.77093,-40.32118,5.12278,2
smc2131-3,322.77131,-40.31541,4.59,2
smc2131-4,322.77707,-40.3203,4.59,2
smc2131-5,322.77164,-40.32896,4.587799,2
smc2131-6,322.76094,-40.32039,4.59,2
smc2131-34,322.76053,-40.32015,5.71941,3
smc2131-50,322.76498,-40.32334,4.97121,3
smc2131-71,322.77543,-40.32837,0.45031,2
smc2131-99,322.77296,-40.326,3.47706,2
smc2131-106,322.77231,-40.32558,3.47748,2
smc2131-107,322.77142,-40.32131,0.44497,3
smc2131-111,322.77534,-40.31512,4.969884,3
smc2131-116,322.77188,-40.31961,5.12278,2
smc2131-117,322.7609,-40.31688,0.445206,3
smc2131-118,322.76629,-40.31522,5.71891,2
smc2131-120,322.775,-40.31555,3.35385,3
smc2131-122,322.76536,-40.32334,3.35258,2
smc2131-124,322.76013,-40.31912,6.56588,2
smc2131-126,322.75863,-40.32015,2.96011,1
smc2131-128,322.76712,-40.32175,0.45731,3
smc2131-129,322.77341,-40.31598,5.7175,3
smc2131-131,322.77722,-40.31513,4.37745,3
smc2131-134,322.77618,-40.31832,5.71949,3
smc2131-138,322.77672,-40.31458,4.956,1
smc2131-145,322.77509,-40.32752,4.81911,3
smc2131-147,322.77823,-40.3143,3.458627,1
smc2131-154,322.76523,-40.32386,4.45465,3
smc2131-157,322.76241,-40.31681,0.44463,3
smc2131-168,322.76255,-40.31541,3.318791,2
smc2131-175,322.77794,-40.32384,4.82157,3
smc2131-177,322.77095,-40.32341,3.47824,2
smc2131-181,322.77574,-40.32881,5.71791,2
smc2131-187,322.76662,-40.32741,4.822,3
smc2131-194,322.76275,-40.31801,5.7193,2
smc2131-197,322.77936,-40.3158,1.254,1
smc2131-200,322.76754,-40.31631,5.864,1
smc2131-203,322.76908,-40.32187,0.443,1
smc2131-205,322.76282,-40.31599,5.72039,2
smc2131-206,322.7609,-40.32013,5.93,1
smc2131-1,322.77468,-40.32913,0.45074,3
smc2131-3,322.76557,-40.32992,0.44925,3
smc2131-4,322.77049,-40.33003,0.0,3
smc2131-5,322.76542,-40.33015,0.0,3
smc2131-6,322.75913,-40.33036,0.43798,1
smc2131-27,322.7709,-40.32923,0.44257,3
smc2131-36,322.77837,-40.33,4.453008,2
smc2131-38,322.76389,-40.32893,0.45328,3
smc2131-39,322.76341,-40.32925,1.38254,2
smc2131-40,322.7779,-40.32942,0.4398,2
smc2131-44,322.75939,-40.32951,1.00115,3
smc2131-45,322.77323,-40.32954,1.26522,3
smc2131-51,322.76844,-40.32678,0.4554,3
smc2131-55,322.77312,-40.32857,0.44477,3
smc2131-61,322.76862,-40.32874,0.001359,3
smc2131-62,322.76262,-40.32847,0.43537,3
smc2131-65,322.77524,-40.32862,0.441203,1
smc2131-67,322.77915,-40.3285,0.86039,2
smc2131-68,322.7768,-40.32837,0.90729,3
smc2131-72,322.76138,-40.32846,4.045718,3
smc2131-76,322.77214,-40.32585,0.45184,3
smc2131-80,322.76108,-40.32805,4.969803,3
smc2131-81,322.77373,-40.32648,0.44206,3
smc2131-82,322.77778,-40.32756,0.19186,2
smc2131-90,322.77159,-40.32656,0.44035,3
smc2131-97,322.77014,-40.32511,0.45152,3
smc2131-98,322.77111,-40.32724,1.55678,1
smc2131-103,322.76105,-40.32736,4.84365,3
smc2131-108,322.77179,-40.32705,0.45245,1
smc2131-110,322.7609,-40.32499,1.26525,3
smc2131-111,322.77764,-40.32702,1.26658,2
smc2131-115,322.7778,-40.32637,1.06853,3
smc2131-121,322.77945,-40.32546,0.451511,3
smc2131-130,322.76896,-40.32485,0.44056,3
smc2131-132,322.7705,-40.32255,0.44244,3
smc2131-138,322.76019,-40.32552,0.44428,2
smc2131-140,322.77774,-40.32514,0.44276,3
smc2131-142,322.77852,-40.32562,0.00075,3
smc2131-147,322.76954,-40.32382,0.43104,3
smc2131-150,322.77319,-40.3242,0.44622,3
smc2131-164,322.76402,-40.31772,0.24371,3
smc2131-170,322.77633,-40.31795,0.45012,3
smc2131-174,322.76794,-40.31813,0.1928,3
smc2131-178,322.76536,-40.31812,0.640367,2
smc2131-181,322.76281,-40.31844,0.460108,3
smc2131-184,322.76347,-40.31838,0.474,1
smc2131-191,322.77774,-40.3188,0.43067,3
smc2131-192,322.76506,-40.31872,0.78714,1
smc2131-193,322.75789,-40.3189,0.452,1
smc2131-195,322.77171,-40.31896,0.60328,3
smc2131-199,322.77524,-40.31941,0.447457,3
smc2131-200,322.76743,-40.31925,0.44482,1
smc2131-201,322.7605,-40.31909,0.43694,2
smc2131-203,322.76922,-40.3195,0.64013,3
smc2131-206,322.77152,-40.31962,0.429417,3
smc2131-207,322.77479,-40.31964,0.4391,3
smc2131-217,322.76365,-40.32019,0.45023,3
smc2131-219,322.76739,-40.32002,0.46195,1
smc2131-220,322.75967,-40.32012,1.45853,3
smc2131-223,322.765,-40.32017,0.44495,3
smc2131-225,322.76056,-40.32014,-0.000444,3
smc2131-229,322.77081,-40.32026,0.44505,1
smc2131-230,322.77878,-40.32059,0.0,3
smc2131-236,322.76238,-40.32012,0.45803,1
smc2131-244,322.77377,-40.32122,0.45593,3
smc2131-247,322.76357,-40.32151,0.0,3
smc2131-253,322.76587,-40.3216,0.43483,3
smc2131-255,322.77219,-40.32167,0.99372,3
smc2131-256,322.76252,-40.32146,0.45126,3
smc2131-257,322.76927,-40.3211,0.4432,2
smc2131-259,322.76657,-40.32165,0.459856,1
smc2131-260,322.76693,-40.32199,0.4437,3
smc2131-263,322.75923,-40.3218,1.45863,3
smc2131-264,322.77034,-40.3219,0.44326,2
smc2131-266,322.76847,-40.32195,0.44335,3
smc2131-277,322.76799,-40.32236,0.44328,3
smc2131-279,322.77352,-40.32253,0.4461,3
smc2131-286,322.77278,-40.32251,0.0,1
smc2131-287,322.77266,-40.32269,0.44478,2
smc2131-288,322.77938,-40.32263,0.45122,3
smc2131-290,322.77997,-40.32276,0.456412,3
smc2131-302,322.76601,-40.32341,0.19322,3
smc2131-314,322.76577,-40.32299,0.45277,2
smc2131-317,322.77172,-40.32321,0.44118,3
smc2131-318,322.75886,-40.32322,3.971,1
smc2131-325,322.77732,-40.32334,0.4489,2
smc2131-333,322.76796,-40.32381,0.4426,2
smc2131-342,322.77599,-40.32413,0.43973,3
smc2131-345,322.76691,-40.32428,1.26489,3
smc2131-349,322.77843,-40.3244,1.265,3
smc2131-353,322.76772,-40.32448,0.436759,3
smc2131-359,322.77657,-40.32462,0.55645,3
smc2131-361,322.76927,-40.3135,0.44634,1
smc2131-371,322.7805,-40.31285,0.1922,2
smc2131-372,322.76044,-40.32498,0.0,1
smc2131-379,322.76883,-40.32527,0.445,1
smc2131-381,322.77028,-40.31461,0.44896,1
smc2131-404,322.75988,-40.31271,0.44259,3
smc2131-407,322.77439,-40.31317,2.84522,3
smc2131-412,322.75804,-40.31301,0.44261,3
smc2131-413,322.77207,-40.31302,0.44365,3
smc2131-414,322.77952,-40.31613,-0.000738,3
smc2131-422,322.77462,-40.31339,0.4343,3
smc2131-424,322.75888,-40.31341,0.0,3
smc2131-429,322.77146,-40.31356,0.77563,3
smc2131-430,322.77397,-40.31398,0.45958,3
smc2131-438,322.77843,-40.31474,2.44755,2
smc2131-442,322.76164,-40.31409,0.44677,3
smc2131-446,322.7714,-40.31463,0.43675,3
smc2131-449,322.76483,-40.31426,1.26528,2
smc2131-452,322.76257,-40.31477,1.263085,3
smc2131-455,322.7797,-40.31446,1.59743,1
smc2131-462,322.76446,-40.31473,0.446,1
smc2131-467,322.76665,-40.31469,0.4621,3
smc2131-469,322.75878,-40.31564,0.43598,3
smc2131-470,322.76835,-40.31465,0.73436,2
smc2131-472,322.75751,-40.3161,0.0,3
smc2131-475,322.76667,-40.31688,0.461172,3
smc2131-477,322.77973,-40.31528,0.882,1
smc2131-483,322.76284,-40.3169,0.44587,3
smc2131-484,322.76096,-40.31649,0.44462,1
smc2131-491,322.77104,-40.31689,0.43403,3
smc2131-500,322.76137,-40.3168,0.44032,3
smc2131-503,322.76683,-40.31517,0.46029,3
smc2131-513,322.7647,-40.31809,0.43485,3
smc2131-517,322.77406,-40.3168,0.44355,3
smc2131-519,322.76263,-40.3172,0.43246,3
smc2131-520,322.76227,-40.31743,0.4323,3
smc2131-522,322.77136,-40.31673,0.43997,3
smc2131-524,322.7749,-40.31714,0.429344,3
smc2131-525,322.76643,-40.31711,0.44173,2
smc2131-526,322.77579,-40.31737,0.44028,3
smc2131-529,322.76797,-40.32319,0.192728,3
smc2131-530,322.7685,-40.32328,1.26546,3
smc2131-531,322.77982,-40.31272,1.05321,3
smc2131-532,322.77806,-40.32617,1.65359,1
smc2131-533,322.76954,-40.32439,0.44344,3
smc2131-534,322.76795,-40.32563,0.99393,3
smc2131-535,322.77327,-40.31814,1.26545,3
smc2131-536,322.77252,-40.32792,0.82512,3
smc2131-537,322.77392,-40.32585,0.73639,3
smc2131-538,322.76074,-40.32289,1.26678,3
smc2131-539,322.77571,-40.32329,0.73559,3
smc2131-540,322.77789,-40.31409,2.446,3
smc2131-541,322.77618,-40.31359,0.43469,3
smc2131-542,322.76933,-40.31636,0.64103,3
smc2131-543,322.77565,-40.31501,0.45591,3
mc2214-1,333.73308,-13.99889,2.9885,3
mc2214-2,333.73799,-13.99663,4.345,1
mc2214-3,333.7442,-14.00178,5.08772,1
mc2214-4,333.73558,-13.99613,5.08772,1
mc2214-5,333.74392,-14.00173,5.573,2
mc2214-6,333.7443,-14.00695,5.573,2
mc2214-7,333.73527,-13.99623,5.573,2
mc2214-10,333.73246,-13.9998,2.952816,2
mc2214-16,333.74391,-14.00006,4.345,1
mc2214-19,333.73547,-13.99881,0.4997,1
mc2214-32,333.74493,-14.00073,1.48737,2
mc2214-45,333.73982,-14.00347,0.48958,2
mc2214-49,333.73307,-14.00322,6.47386,2
mc2214-101,333.73481,-14.00853,2.95086,3
mc2214-104,333.73376,-14.0074,2.95031,2
mc2214-105,333.73605,-13.999,3.13747,3
mc2214-118,333.73817,-14.00178,5.58512,2
mc2214-121,333.73265,-13.99738,4.13589,2
mc2214-124,333.73567,-14.00479,3.13929,3
mc2214-127,333.74388,-13.99965,3.66706,3
mc2214-128,333.73118,-13.99907,4.94074,3
mc2214-130,333.73331,-14.00202,6.47366,3
mc2214-132,333.73676,-13.99558,6.62494,2
mc2214-135,333.74045,-14.00202,0.48724,3
mc2214-153,333.74152,-14.0008,3.13844,3
mc2214-163,333.73148,-14.00751,0.49574,1
mc2214-168,333.7381,-14.00384,1.168732,2
mc2214-173,333.74474,-13.99685,6.09274,1
mc2214-221,333.73432,-14.01027,5.42,1
mc2214-222,333.7366,-14.00636,5.573,2
mc2214-236,333.7443,-14.00316,4.81138,2
mc2214-247,333.73712,-14.0059,5.08772,1
mc2214-249,333.73782,-14.00611,4.808248,2
mc2214-254,333.74415,-14.00538,4.8118,1
mc2214-255,333.74454,-14.00642,5.09019,2
mc2214-5,333.74467,-14.01138,0.504531,3
mc2214-6,333.74648,-14.01179,0.61116,2
mc2214-8,333.73201,-14.01189,0.077,3
mc2214-19,333.74313,-14.01191,0.41961,3
mc2214-21,333.73583,-14.01212,0.39615,3
mc2214-38,333.7325,-14.01159,0.513583,3
mc2214-43,333.73828,-14.01085,-0.00015,3
mc2214-53,333.73809,-14.01148,0.49418,3
mc2214-57,333.74035,-14.00901,0.49818,3
mc2214-60,333.73807,-14.01119,0.49425,3
mc2214-66,333.73686,-14.01018,0.494017,2
mc2214-70,333.73571,-14.0108,0.0,3
mc2214-73,333.73291,-14.00878,0.50282,3
mc2214-75,333.73174,-13.99748,1.48496,3
mc2214-85,333.73899,-13.99544,0.49298,3
mc2214-98,333.7313,-13.99797,1.16954,3
mc2214-100,333.73633,-13.9984,0.513412,3
mc2214-101,333.74205,-13.99831,0.50623,3
mc2214-102,333.74024,-13.99834,0.49412,1
mc2214-115,333.74025,-13.99916,0.50974,3
mc2214-119,333.74476,-13.99939,0.49673,3
mc2214-127,333.74081,-13.99945,0.44012,3
mc2214-129,333.72951,-13.99946,1.48536,3
mc2214-163,333.73592,-14.00004,0.43538,3
mc2214-164,333.74689,-14.00011,0.0,3
mc2214-165,333.73119,-14.00012,0.55109,3
mc2214-169,333.73444,-14.00036,0.50414,3
mc2214-170,333.74208,-14.00054,0.5152,3
mc2214-171,333.73831,-14.00036,0.498508,1
mc2214-172,333.7354,-13.999,2.0859,1
mc2214-173,333.74649,-14.00056,0.499786,3
mc2214-174,333.73187,-14.00055,0.49286,3
mc2214-175,333.73679,-14.00045,0.51637,1
mc2214-176,333.7431,-14.00076,0.509,3
mc2214-178,333.74519,-13.99944,0.50587,3
mc2214-179,333.7328,-14.0005,0.61324,3
mc2214-181,333.74116,-14.00076,0.50429,3
mc2214-184,333.73238,-14.00065,2.95125,3
mc2214-185,333.73713,-14.00067,1.16809,2
mc2214-203,333.74123,-14.00136,-0.00064,1
mc2214-208,333.74576,-14.00146,0.50294,2
mc2214-211,333.74005,-14.00164,0.50371,2
mc2214-212,333.74149,-14.00144,0.50054,1
mc2214-214,333.74053,-14.00173,0.487482,3
mc2214-221,333.74552,-14.00206,0.50519,3
mc2214-223,333.74724,-14.00234,0.49939,3
mc2214-228,333.73232,-14.00208,0.49544,3
mc2214-229,333.73235,-14.00229,1.52037,3
mc2214-230,333.73968,-14.00205,0.55296,3
mc2214-233,333.74112,-14.00228,2.0859,1
mc2214-237,333.74005,-14.00257,0.48778,3
mc2214-243,333.73806,-14.00304,0.50086,3
mc2214-246,333.7368,-14.00271,0.50116,2
mc2214-250,333.7387,-14.00357,0.50348,3
mc2214-254,333.73126,-14.00327,0.5144,2
mc2214-256,333.73587,-14.00298,0.3369,3
mc2214-257,333.74266,-14.00307,0.510605,1
mc2214-261,333.74088,-14.00338,0.50559,3
mc2214-262,333.74061,-14.00343,0.50701,3
mc2214-263,333.73759,-14.0033,0.5031,2
mc2214-266,333.7447,-14.00289,0.17081,1
mc2214-268,333.74352,-14.00326,0.4768,3
mc2214-273,333.73675,-14.00402,0.50224,3
mc2214-274,333.74443,-14.00347,0.327967,1
mc2214-275,333.73997,-14.00363,0.50261,3
mc2214-285,333.73988,-14.00272,1.16813,1
mc2214-290,333.73711,-14.00402,0.50278,2
mc2214-292,333.73456,-14.00403,0.58188,2
mc2214-293,333.73321,-14.00413,0.67472,3
mc2214-295,333.74474,-14.0042,0.498599,2
mc2214-299,333.74114,-14.00476,0.49552,3
mc2214-301,333.73293,-14.00452,0.48914,3
mc2214-303,333.73628,-14.00442,0.492556,1
mc2214-306,333.7323,-14.00489,0.496396,3
mc2214-307,333.74501,-14.00462,0.51049,3
mc2214-310,333.73489,-14.0047,0.516941,3
mc2214-320,333.74224,-14.00516,0.50683,3
mc2214-321,333.74169,-14.00513,0.50535,2
mc2214-330,333.73465,-14.00441,0.50168,3
mc2214-331,333.74666,-14.00542,0.500047,3
mc2214-334,333.73043,-14.00505,0.97432,3
mc2214-339,333.73433,-14.0052,0.55065,3
mc2214-342,333.73637,-14.00547,2.0859,1
mc2214-344,333.73373,-14.0057,0.49986,3
mc2214-350,333.73004,-14.00631,0.000437,3
mc2214-356,333.74573,-14.0058,6.62531,2
mc2214-357,333.73911,-14.00636,0.488376,3
mc2214-358,333.73364,-14.00647,0.4972,2
mc2214-359,333.74158,-14.00642,1.16785,3
mc2214-360,333.73191,-14.00643,0.495542,2
mc2214-362,333.74504,-14.00661,0.50671,2
mc2214-365,333.73156,-14.00665,1.09174,2
mc2214-368,333.73098,-14.00694,0.514395,2
mc2214-370,333.74034,-14.00709,0.5051,3
mc2214-371,333.74035,-14.00731,0.50452,2
mc2214-373,333.73315,-14.00737,0.50294,3
mc2214-376,333.74568,-14.00694,1.57121,1
mc2214-379,333.73787,-14.00698,0.4965,3
mc2214-380,333.74612,-14.00688,3.66731,3
mc2214-388,333.73959,-14.00711,0.49133,3
mc2214-390,333.74645,-14.00722,0.5515,2
mc2214-391,333.74701,-14.00727,0.49877,1
mc2214-394,333.73677,-14.00693,0.620393,3
mc2214-395,333.73923,-14.00748,0.50296,3
mc2214-402,333.74238,-14.00772,2.0859,1
mc2214-415,333.73226,-14.00811,0.70443,3
mc2214-417,333.74611,-14.00819,0.39519,3
mc2214-428,333.74246,-14.00868,0.5015,3
mc2214-429,333.74658,-14.00855,0.61514,2
mc2214-431,333.74044,-14.00938,0.4983,2
mc2214-432,333.73667,-14.00857,5.67478,2
mc2214-443,333.73772,-14.00911,2.9885,3
mc2214-444,333.73734,-14.0095,0.50611,2
mc2214-445,333.73715,-14.00981,0.35352,3
mc2214-446,333.73138,-14.00935,2.162286,1
mc2214-452,333.7318,-13.99764,1.16935,2
mc2214-455,333.73565,-14.00932,2.949836,3
mc2214-456,333.74385,-14.00932,3.13885,3
mc2214-462,333.72953,-14.00976,0.0,1
mc2214-463,333.73298,-14.00973,0.70441,3
mc2214-464,333.73676,-14.00974,0.35353,3
mc2214-480,333.73157,-14.01037,0.73393,2
mc2214-491,333.74235,-13.99599,0.51074,2
mc2214-493,333.74151,-13.99631,0.49474,3
mc2214-499,333.73723,-14.01081,2.949524,3
mc2214-505,333.73389,-14.01002,0.76961,3
mc2214-522,333.73296,-13.9956,0.49813,2
mc2214-532,333.74238,-13.9965,0.51013,3
mc2214-533,333.73595,-13.99642,0.0,3
mc2214-535,333.73454,-13.99659,0.5002,1
mc2214-542,333.73961,-13.99681,3.66781,2
mc2214-544,333.73098,-13.99699,1.23573,3
mc2214-546,333.73093,-13.99719,1.23545,3
mc2214-548,333.73825,-13.99703,0.497271,3
mc2214-556,333.73407,-13.99736,0.51,3
mc2214-558,333.7363,-13.99759,0.50595,3
mc2214-559,333.73134,-13.99748,1.16909,3
mc2214-562,333.7426,-13.99745,0.61184,3
mc2214-563,333.72967,-13.9977,0.51565,3
mc2214-564,333.73363,-14.0123,0.076805,3
mc2214-565,333.72985,-14.00982,1.71325,3
mc2214-566,333.74238,-14.01069,0.07707,3
mc2214-567,333.74433,-14.01007,3.013294,3
mc2214-568,333.73927,-13.99982,3.01546,3
mc2214-569,333.7312,-14.00179,0.55144,3
mc2214-570,333.74005,-14.01134,1.054548,3
mc2214-571,333.74336,-13.99562,1.39674,3
mc2214-572,333.73779,-13.9997,3.016,3
mc2214-573,333.74034,-14.00007,3.01858,3
mc2214-574,333.73635,-14.00359,3.01585,3
mc2214-575,333.73747,-14.00761,0.61961,3
mc2214-576,333.73604,-14.00831,2.990689,3
mc2214-577,333.73692,-14.00883,2.9885,3
mc2214-578,333.73714,-13.99745,1.24457,1
