id,ra,dec,zspec,zconf
mc416ne-1470,64.04294,-24.05718,6.14531,3
mc416ne-1473,64.03349,-24.06567,0.40289,1
mc416ne-1474,64.03852,-24.06207,0.40619,3
mc416ne-1479,64.04458,-24.05618,0.59956,3
mc416ne-1489,64.04286,-24.05813,3.27395,1
mc416ne-1490,64.03523,-24.06473,3.290959,3
mc416ne-1493,64.03997,-24.06071,0.39457,1
mc416ne-1501,64.04088,-24.06035,0.40003,3
mc416ne-1506,64.03243,-24.06848,2.0961,2
mc416ne-1508,64.03816,-24.06312,0.39831,3
mc416ne-1515,64.04156,-24.05999,3.28903,3
mc416ne-1517,64.03311,-24.06796,0.40082,3
mc416ne-1520,64.03276,-24.06825,0.40301,3
mc416ne-1521,64.03264,-24.06865,2.098191,2
mc416ne-1535,64.04348,-24.06353,1.89581,2
mc416ne-1536,64.04079,-24.06161,1.89568,3
mc416ne-1546,64.04656,-24.05621,0.398461,3
mc416ne-1547,64.04354,-24.05899,6.14728,3
mc416ne-1557,64.04187,-24.07584,1.99061,3
mc416ne-1558,64.04768,-24.05491,0.30587,3
mc416ne-1559,64.0409,-24.06297,2.245105,2
mc416ne-1560,64.05913,-24.06656,0.312665,3
mc416ne-1561,64.04728,-24.07446,0.468,3
mc416ne-1562,64.05027,-24.07268,0.67199,3
mc416ne-1563,64.04406,-24.07447,0.70888,3
mc416ne-1564,64.03326,-24.063,0.485,3
mc416ne-1565,64.03668,-24.0662,1.827,1
mc416ne-1566,64.03653,-24.06723,0.94,3
mc416ne-1567,64.04058,-24.06354,2.091,2
mc416ne-1568,64.0401,-24.06591,0.39572,3
mc416ne-1569,64.04694,-24.06077,3.238,3
mc416ne-1570,64.03909,-24.07028,1.00585,3
mc416ne-1571,64.04726,-24.06325,0.527691,3
mc416ne-1572,64.03701,-24.07377,0.153,3
mc416ne-1573,64.04757,-24.06891,1.89588,3
mc416ne-1574,64.04276,-24.06281,1.89568,3
mc416ne-1575,64.04217,-24.05818,2.091,3
mc416ne-1576,64.03719,-24.06365,0.53766,3
mc416ne-1577,64.04141,-24.06198,1.89568,3
mc416ne-1578,64.03845,-24.06984,1.00585,3
mc416ne-1579,64.03655,-24.0673,0.94,3
mc416ne-1580,64.03448,-24.06692,3.222,3
mc416s-1,64.0223,-24.08139,1.674113,1
mc416s-2,64.02296,-24.08181,1.6751,1
mc416s-20,64.03124,-24.07687,3.923,2
mc416s-54,64.02872,-24.08421,5.638,3
mc416s-91,64.02601,-24.08907,6.15,3
mc416s-203,64.02464,-24.07711,4.5304,2
mc416s-219,64.02778,-24.08062,4.5304,2
mc416s-2814,64.03039,-24.09229,0.3538,3
mc416s-3148,64.03187,-24.09024,0.8429,3
mc416s-3174,64.03206,-24.09246,0.3941,3
mc416s-3318,64.02992,-24.09027,2.218,3
mc416s-3324,64.0279,-24.08973,3.206,2
mc416s-3358,64.03268,-24.09048,0.395376,3
mc416s-3399,64.03148,-24.09014,0.844188,3
mc416s-3419,64.03073,-24.0899,2.574098,1
mc416s-3537,64.02538,-24.08905,2.46942,2
mc416s-3619,64.02944,-24.08941,0.4032,2
mc416s-3785,64.03115,-24.08909,0.3991,3
mc416s-3790,64.02874,-24.09087,0.1057,3
mc416s-3898,64.02669,-24.08788,0.69677,3
mc416s-3930,64.02845,-24.0891,0.4015,2
mc416s-3979,64.02323,-24.08792,0.4055,2
mc416s-3986,64.02991,-24.08791,1.2327,3
mc416s-4015,64.0294,-24.08773,0.8193,2
mc416s-4026,64.03213,-24.08762,2.249551,2
mc416s-4119,64.02981,-24.08739,0.3956,1
mc416s-4120,64.03128,-24.08737,1.2327,3
mc416s-4163,64.03571,-24.08743,0.9673,3
mc416s-4354,64.02626,-24.08654,0.7368,2
mc416s-4377,64.02559,-24.08612,0.1123,3
mc416s-4407,64.0325,-24.08596,1.4295,2
mc416s-4413,64.02655,-24.0865,0.403,2
mc416s-4455,64.02652,-24.08798,0.5374,3
mc416s-4463,64.0353,-24.08643,0.266881,3
mc416s-4501,64.03373,-24.0857,5.6395,3
mc416s-4536,64.03076,-24.08666,2.217,1
mc416s-4571,64.02733,-24.08661,0.3927,2
mc416s-4573,64.03507,-24.08552,5.3651,2
mc416s-4583,64.03232,-24.08604,1.4295,3
mc416s-4603,64.02504,-24.08595,0.3902,3
mc416s-4650,64.0199,-24.08587,0.720086,1
mc416s-4665,64.03159,-24.08576,1.962,2
mc416s-4723,64.03356,-24.08549,0.3968,2
mc416s-4761,64.02966,-24.08583,0.392075,3
mc416s-4861,64.03544,-24.08468,4.119755,3
mc416s-4863,64.02734,-24.08443,0.1126,2
mc416s-4867,64.03601,-24.08564,0.3555,3
mc416s-4904,64.02881,-24.08426,0.1128,3
mc416s-4947,64.02834,-24.08455,1.962,2
mc416s-4965,64.03202,-24.08423,5.973,3
mc416s-5019,64.02221,-24.08527,0.4006,3
mc416s-5061,64.01783,-24.08379,3.3287,3
mc416s-5114,64.01782,-24.08373,3.3287,3
mc416s-5135,64.03149,-24.08379,0.3857,2
mc416s-5140,64.02573,-24.08432,0.2684,1
mc416s-5141,64.02611,-24.08425,2.2199,1
mc416s-5151,64.02448,-24.0848,0.4038,2
mc416s-5163,64.02308,-24.08483,0.1989,3
mc416s-5165,64.03083,-24.08371,5.973,2
mc416s-5175,64.03747,-24.08366,3.491591,3
mc416s-5181,64.0345,-24.08368,4.0238,1
mc416s-5186,64.03567,-24.08359,3.291,2
mc416s-5196,64.02078,-24.08455,0.3982,3
mc416s-5198,64.03242,-24.08375,1.801,1
mc416s-5219,64.02849,-24.0842,0.3986,3
mc416s-5277,64.0367,-24.08388,2.231,1
mc416s-5278,64.03763,-24.08368,3.4927,2
mc416s-5312,64.03233,-24.08538,0.1128,3
mc416s-5333,64.03363,-24.08318,3.441,2
mc416s-5399,64.01804,-24.083,3.881,3
mc416s-5453,64.02838,-24.08299,5.364,2
mc416s-5460,64.02506,-24.08333,2.218004,1
mc416s-5493,64.03031,-24.0832,0.3998,2
mc416s-5502,64.02547,-24.0851,0.3933,3
mc416s-5508,64.03596,-24.08255,3.7153,2
mc416s-5535,64.02763,-24.08261,3.922126,3
mc416s-5537,64.01775,-24.08356,0.396117,1
mc416s-5572,64.03808,-24.0824,3.1099,2
mc416s-5597,64.03772,-24.08239,3.077874,2
mc416s-5653,64.01876,-24.08273,0.393214,1
mc416s-5677,64.03084,-24.08251,0.3991,2
mc416s-5706,64.01796,-24.08203,3.2047,2
mc416s-5744,64.03793,-24.08311,0.7102,3
mc416s-5747,64.01909,-24.08195,5.0001,2
mc416s-5762,64.03125,-24.0819,3.44,2
mc416s-5793,64.01995,-24.08318,0.3915,2
mc416s-5932,64.0221,-24.08262,0.3981,3
mc416s-5948,64.02856,-24.08187,0.4063,1
mc416s-5997,64.02926,-24.08183,4.118465,3
mc416s-6009,64.02379,-24.08143,0.3342,1
mc416s-6045,64.0301,-24.08092,3.291,2
mc416s-6114,64.01811,-24.08114,1.2967,2
mc416s-6127,64.03583,-24.08132,1.634093,3
mc416s-6148,64.02965,-24.08137,0.3992,3
mc416s-6170,64.0298,-24.08635,2.221044,3
mc416s-6213,64.03763,-24.08047,2.2799,1
mc416s-6214,64.03108,-24.0803,3.7153,2
mc416s-6238,64.02499,-24.08067,0.278,1
mc416s-6239,64.03124,-24.08083,0.3896,3
mc416s-6284,64.02406,-24.0809,1.9615,3
mc416s-6285,64.04012,-24.0803,4.102311,3
mc416s-6325,64.02862,-24.08036,0.41916,2
mc416s-6380,64.02941,-24.07989,3.4918,3
mc416s-6388,64.04017,-24.07987,3.867029,3
mc416s-6400,64.02445,-24.08041,0.3916,2
mc416s-6414,64.03567,-24.07991,2.543753,3
mc416s-6422,64.02316,-24.08018,0.8969,3
mc416s-6454,64.02336,-24.08159,2.22044,3
mc416s-6455,64.028,-24.08051,0.4006,2
mc416s-6476,64.02613,-24.0804,0.7368,3
mc416s-6480,64.02454,-24.08105,0.4091,3
mc416s-6531,64.03398,-24.07999,0.3902,3
mc416s-6544,64.03842,-24.08,0.410061,1
mc416s-6576,64.03384,-24.08056,0.4024,2
mc416s-6620,64.02952,-24.07956,0.3993,2
mc416s-6622,64.04005,-24.0791,5.106,3
mc416s-6653,64.03037,-24.07901,3.1099,2
mc416s-6680,64.02969,-24.08341,0.398,3
mc416s-6693,64.02884,-24.07912,2.9259,1
mc416s-6713,64.03969,-24.07886,3.221598,2
mc416s-6714,64.02832,-24.079,3.251564,3
mc416s-6729,64.02671,-24.0795,0.398594,1
mc416s-6746,64.02841,-24.08568,0.112561,3
mc416s-6753,64.03751,-24.07962,0.3932,2
mc416s-6775,64.02534,-24.07916,0.3919,2
mc416s-6811,64.0343,-24.07885,0.398,2
mc416s-6815,64.02786,-24.07906,0.353603,1
mc416s-6828,64.03104,-24.07896,1.633967,3
mc416s-6907,64.0405,-24.07839,3.968,2
mc416s-6919,64.02374,-24.07848,3.922455,3
mc416s-6969,64.031,-24.07855,0.395,3
mc416s-7007,64.02449,-24.079,0.7357,3
mc416s-7035,64.03475,-24.07835,0.4084,1
mc416s-7077,64.03368,-24.07807,0.4029,2
mc416s-7111,64.03431,-24.07847,0.3978,2
mc416s-7158,64.02938,-24.07901,0.4025,3
mc416s-7176,64.03251,-24.07849,2.5437,3
mc416s-7193,64.02342,-24.07781,0.8564,3
mc416s-7200,64.02214,-24.07728,5.6395,3
mc416s-7230,64.02703,-24.07857,2.279593,1
mc416s-7263,64.03749,-24.07758,0.3878,2
mc416s-7270,64.02381,-24.07759,1.8178,2
mc416s-7290,64.02643,-24.08087,0.735998,3
mc416s-7292,64.02299,-24.07727,5.3634,3
mc416s-7332,64.0329,-24.07701,2.281304,3
mc416s-7421,64.0382,-24.07897,0.392,3
mc416s-7445,64.02889,-24.07758,0.4033,2
mc416s-7460,64.03253,-24.07753,0.3974,1
mc416s-7571,64.03043,-24.07841,0.4047,3
mc416s-7572,64.02554,-24.07665,0.4519,1
mc416s-7573,64.02893,-24.07645,0.3698,1
mc416s-7578,64.02633,-24.07671,3.2525,3
mc416s-7586,64.03181,-24.07782,0.3945,2
mc416s-7628,64.02602,-24.07716,2.198001,1
mc416s-7642,64.02335,-24.07667,0.395467,3
mc416s-7669,64.02622,-24.07602,2.9272,1
mc416s-7677,64.02339,-24.07612,4.118292,3
mc416s-7697,64.02198,-24.07786,0.4062,3
mc416s-7702,64.02335,-24.07645,0.3945,3
mc416s-7718,64.03663,-24.07656,0.6597,3
mc416s-7781,64.02917,-24.07588,3.075,3
mc416s-7804,64.02686,-24.07574,2.335414,2
mc416s-7813,64.03316,-24.07603,4.5018,2
mc416s-7829,64.03657,-24.07602,0.690796,1
mc416s-7875,64.02144,-24.07845,2.219589,3
mc416s-7882,64.03522,-24.07724,0.4034,3
mc416s-7921,64.02562,-24.07558,0.3939,2
mc416s-7958,64.03257,-24.07651,0.3967,3
mc416s-7973,64.02384,-24.075,3.291,2
mc416s-7978,64.03378,-24.07617,0.3981,3
mc416s-8009,64.03212,-24.07515,3.2226,3
mc416s-8015,64.03687,-24.08067,0.4041,3
mc416s-8031,64.02495,-24.07502,3.492127,3
mc416s-8091,64.02672,-24.07639,0.396,2
mc416s-8135,64.03368,-24.07478,4.1022,3
mc416s-8164,64.02588,-24.07579,0.3879,3
mc416s-8198,64.03167,-24.07532,0.5015,3
mc416s-8204,64.03441,-24.07536,0.3978,3
mc416s-8313,64.03079,-24.07417,5.109081,3
mc416s-8341,64.033,-24.07432,0.3941,1
mc416s-8421,64.02442,-24.0736,2.4136,1
mc416s-8436,64.02712,-24.07355,3.923,2
mc416s-8450,64.02519,-24.07358,3.077016,3
mc416s-8458,64.02545,-24.07365,3.1099,2
mc416s-8463,64.02624,-24.07433,1.63383,3
mc416s-8477,64.02888,-24.07506,0.4011,3
mc416s-8563,64.03932,-24.07686,0.4011,3
mc416s-8578,64.02356,-24.07315,3.7153,2
mc416s-8619,64.02927,-24.07331,5.1071,3
mc416s-8694,64.02396,-24.07293,1.37,1
mc416s-8752,64.02976,-24.07349,0.396849,3
mc416s-8822,64.02757,-24.07268,3.2199,3
mc416s-8854,64.03212,-24.07566,0.500786,3
mc416s-8873,64.02577,-24.07223,2.281634,3
mc416s-8910,64.02451,-24.07355,0.8468,3
mc416s-8926,64.02781,-24.07318,3.2199,3
mc416s-8943,64.03197,-24.07742,0.3967,3
mc416s-8948,64.03286,-24.07618,0.499533,3
mc416s-8949,64.03232,-24.07471,0.4672,3
mc416s-8961,64.02745,-24.07221,3.221,3
mc416s-9036,64.02811,-24.07155,5.3544,2
mc416s-9102,64.02056,-24.07702,0.4026,2
mc416s-9112,64.02553,-24.0713,4.5018,2
mc416s-9442,64.02726,-24.07134,0.3067,3
mc416s-9615,64.02661,-24.07048,4.1019,3
mc416s-9634,64.02537,-24.0722,0.395,2
mc416s-9644,64.02831,-24.07227,0.3933,3
mc416s-9670,64.02569,-24.07034,2.516,1
mc416s-9734,64.02494,-24.07207,0.3984,3
mc416s-10329,64.02656,-24.07013,0.2694,2
bullet-1,104.6373,-55.94166,3.537,2
bullet-2,104.6353,-55.94277,3.537,2
bullet-3,104.63236,-55.94529,3.537,2
bullet-74,104.64021,-55.95096,3.24966,2
bullet-80,104.63098,-55.95036,6.55681,3
bullet-1,104.65625,-55.95078,0.29577,3
bullet-2,104.64674,-55.95297,0.28425,3
bullet-4,104.63806,-55.95519,0.00031,3
bullet-5,104.64287,-55.95508,0.30376,3
bullet-7,104.65145,-55.95475,0.28967,3
bullet-8,104.64649,-55.95529,0.30598,3
bullet-9,104.64764,-55.9554,0.30177,3
bullet-36,104.6464,-55.95481,0.0,3
bullet-38,104.64427,-55.95566,3.08429,1
bullet-43,104.65531,-55.95138,0.00064,3
bullet-52,104.63447,-55.95639,0.31,3
bullet-58,104.65244,-55.95224,0.29486,3
bullet-66,104.64693,-55.9491,0.29757,3
bullet-76,104.65084,-55.95339,1.42417,1
bullet-79,104.63783,-55.95335,0.29348,3
bullet-106,104.64266,-55.95427,0.35533,1
bullet-108,104.6403,-55.95319,0.2937,3
bullet-116,104.65174,-55.95147,0.29823,3
bullet-118,104.65078,-55.95295,0.4418,2
bullet-123,104.65399,-55.94982,0.34902,3
bullet-132,104.65765,-55.9517,5.2573,1
bullet-137,104.65488,-55.95213,0.27,1
bullet-142,104.63316,-55.95492,0.98877,1
bullet-169,104.6456,-55.95214,0.29816,3
bullet-173,104.6503,-55.94955,0.30021,3
bullet-183,104.63727,-55.95206,0.29604,3
bullet-186,104.65993,-55.95041,0.78292,1
bullet-200,104.63941,-55.95143,0.0,3
bullet-201,104.63446,-55.95363,0.11938,2
bullet-203,104.65992,-55.94903,0.29001,3
bullet-204,104.63975,-55.95235,0.29089,3
bullet-214,104.63866,-55.95191,0.3003,3
bullet-248,104.62996,-55.94028,0.30337,3
bullet-254,104.64734,-55.94344,1.38416,1
bullet-259,104.63388,-55.94565,0.307,2
bullet-265,104.65203,-55.94197,0.00041,3
bullet-267,104.64895,-55.94374,0.29669,3
bullet-271,104.63008,-55.9467,0.29929,3
bullet-272,104.65657,-55.94261,0.30703,3
bullet-285,104.6436,-55.94501,0.0,3
bullet-310,104.65262,-55.94479,0.0,3
bullet-324,104.64658,-55.9451,1.01468,1
bullet-344,104.65436,-55.94439,1.038,1
bullet-349,104.64444,-55.94601,0.0,1
bullet-363,104.63559,-55.94777,0.29942,3
bullet-365,104.6387,-55.94677,-0.000868,3
bullet-371,104.64161,-55.94703,0.2948,3
bullet-382,104.63431,-55.94828,1.00341,2
bullet-392,104.64754,-55.94636,0.2372,2
bullet-404,104.65231,-55.94588,0.0,3
bullet-406,104.63543,-55.94849,0.0,3
bullet-407,104.63132,-55.94922,0.35005,3
bullet-409,104.64962,-55.94635,0.54192,3
bullet-411,104.64313,-55.9475,0.30654,3
bullet-412,104.63205,-55.94915,0.29811,3
bullet-416,104.63908,-55.94847,0.0,3
bullet-422,104.65399,-55.94642,0.30034,3
bullet-431,104.64556,-55.9477,0.29492,3
bullet-445,104.64127,-55.94878,0.30516,3
bullet-446,104.6418,-55.94892,0.3007,3
bullet-479,104.64795,-55.94811,0.29466,3
bullet-482,104.64604,-55.94884,0.289502,1
bullet-505,104.63251,-55.95105,1.268,1
bullet-520,104.63954,-55.95117,3.246,3
bullet-522,104.63652,-55.95068,2.116205,2
bullet-524,104.6386,-55.95067,0.29664,3
bullet-529,104.63552,-55.95099,0.000589,3
bullet-539,104.63474,-55.95099,0.30134,2
bullet-540,104.64517,-55.94991,0.29808,3
bullet-546,104.65103,-55.94989,0.44406,3
bullet-575,104.65175,-55.9494,0.29804,3
bullet-587,104.65466,-55.94914,0.2982,3
bullet-594,104.65761,-55.94873,0.308634,1
bullet-613,104.64665,-55.93809,1.238,1
bullet-624,104.65114,-55.95048,3.26062,2
bullet-631,104.64849,-55.93903,0.29415,3
bullet-635,104.64401,-55.93826,0.30143,2
bullet-647,104.63686,-55.94515,0.29396,3
bullet-654,104.64722,-55.93798,0.0,3
bullet-655,104.64718,-55.94356,1.30642,3
bullet-656,104.64202,-55.94419,0.30238,3
bullet-671,104.64437,-55.93905,0.302,1
bullet-674,104.65644,-55.94058,0.00049,3
bullet-686,104.63167,-55.94131,0.29474,3
bullet-697,104.64041,-55.94192,0.2959,1
bullet-703,104.65357,-55.93799,0.29673,3
bullet-705,104.64926,-55.93936,0.00027,3
bullet-735,104.64752,-55.94273,0.5222,3
bullet-736,104.62799,-55.94405,0.91232,3
bullet-737,104.64605,-55.9397,1.07632,2
bullet-740,104.65302,-55.93888,0.29763,3
bullet-743,104.63426,-55.94426,0.469749,2
bullet-752,104.63728,-55.94104,0.0,3
bullet-758,104.6494,-55.94255,0.0,3
bullet-770,104.64883,-55.94054,0.3487,3
bullet-771,104.64638,-55.9411,0.29734,3
bullet-773,104.65294,-55.93977,0.29026,3
bullet-774,104.6543,-55.94198,0.30267,3
bullet-779,104.63268,-55.94293,0.2908,3
bullet-789,104.64816,-55.94086,0.309,1
bullet-804,104.64982,-55.94187,0.66725,1
bullet-811,104.65555,-55.93956,0.724,3
bullet-815,104.64183,-55.94145,0.30365,1
bullet-818,104.65093,-55.9405,0.291,2
bullet-819,104.65415,-55.94045,1.655773,1
bullet-822,104.63763,-55.9431,0.29252,3
bullet-823,104.63307,-55.9436,0.29724,3
bullet-845,104.64017,-55.94329,0.304,1
bullet-848,104.63175,-55.94247,3.250918,3
bullet-855,104.64097,-55.94999,3.2468,3
bullet-856,104.64206,-55.94907,3.25407,3
bullet-858,104.63068,-55.94746,0.28543,3
bullet-859,104.65551,-55.94659,0.29523,3
bullet-860,104.6429,-55.93837,0.30233,3
bullet-861,104.64804,-55.95115,0.30713,3
bullet-864,104.6549,-55.94427,3.251,2
bullet-865,104.65772,-55.94827,3.26062,2
bullet-866,104.64338,-55.94172,4.24858,1
bullet-869,104.65494,-55.93865,3.290884,3
bullet-870,104.64695,-55.94382,1.92465,2
bullet-871,104.6354,-55.95196,0.864,1
bullet-872,104.63413,-55.9406,2.09267,1
bullet-873,104.63103,-55.94993,3.43474,3
bullet-874,104.65836,-55.95119,0.44163,3
bullet-875,104.6306,-55.94138,0.9606,3
mc940-1,145.22157,7.73806,3.57256,2
mc940-2,145.22076,7.74008,3.574889,2
mc940-4,145.22364,7.74025,0.616619,3
mc940-5,145.221,7.73245,5.32757,1
mc940-8,145.21682,7.74797,1.47802,2
mc940-11,145.2187,7.74671,3.92856,3
mc940-15,145.22765,7.74671,4.27735,3
mc940-43,145.22707,7.74124,0.58785,3
mc940-45,145.22575,7.74034,5.491,2
mc940-47,145.22412,7.74173,0.61604,3
mc940-56,145.2189,7.74079,5.334,2
mc940-70,145.22715,7.73887,0.32749,3
mc940-87,145.22105,7.73589,3.51483,2
mc940-88,145.22873,7.73556,0.33972,3
mc940-109,145.21816,7.74099,5.48915,3
mc940-111,145.23071,7.73989,3.51508,3
mc940-115,145.21601,7.74719,3.18815,3
mc940-118,145.22656,7.74217,5.682,3
mc940-119,145.22441,7.7369,5.68367,3
mc940-132,145.21941,7.73649,3.54394,2
mc940-133,145.22151,7.74148,5.68294,3
mc940-135,145.2185,7.73441,5.64273,3
mc940-137,145.21533,7.73415,3.47144,3
mc940-138,145.23032,7.74172,4.27561,3
mc940-139,145.22848,7.73948,5.635,1
mc940-143,145.224,7.73598,4.437746,2
mc940-146,145.22019,7.74479,3.7665,2
mc940-149,145.22051,7.73753,3.11272,2
mc940-153,145.21543,7.73354,3.39115,3
mc940-157,145.22919,7.7471,5.26728,3
mc940-162,145.22978,7.74352,3.272927,3
mc940-163,145.2163,7.73486,5.863,2
mc940-168,145.22023,7.74323,3.1695,3
mc940-178,145.22966,7.74809,4.433631,3
mc940-188,145.22251,7.73769,0.583,2
mc940-192,145.21666,7.733,3.51772,3
mc940-195,145.22127,7.74516,4.77491,1
mc940-196,145.2169,7.74358,3.123764,2
mc940-201,145.22463,7.74533,6.36,1
mc940-210,145.22507,7.73284,4.24035,2
mc940-221,145.22949,7.74142,2.912538,2
mc940-227,145.22035,7.74527,6.341,1
mc940-231,145.21937,7.74638,3.16775,2
mc940-247,145.21742,7.73254,5.87,1
mc940-250,145.22245,7.73483,3.90951,1
mc940-252,145.22983,7.73913,5.867,2
mc940-259,145.22028,7.74386,3.94762,2
mc940-261,145.21939,7.73701,5.46,1
mc940-264,145.22254,7.74345,3.57693,2
mc940-268,145.22138,7.74842,5.17368,3
mc940-303,145.22473,7.74614,0.832,1
mc940-309,145.22156,7.74589,5.992,1
mc940-310,145.2224,7.74652,5.351,1
mc940-312,145.22176,7.7481,3.16407,1
mc940-318,145.21965,7.7472,1.1725,2
mc940-319,145.21808,7.74331,4.7774,3
mc940-324,145.21665,7.74887,0.62642,2
mc940-343,145.2208,7.74534,5.871,1
mc940-359,145.22255,7.74227,5.491,2
mc940-360,145.22413,7.73326,4.51713,2
mc940-362,145.21883,7.74367,3.70685,1
mc940-364,145.2285,7.73786,0.33751,2
mc940-365,145.23173,7.74612,4.687,1
mc940-366,145.22415,7.73359,4.24153,3
mc940-386,145.21842,7.74847,5.579,1
mc940-388,145.21699,7.73324,5.383,1
mc940-392,145.21674,7.73669,3.93764,1
mc940-393,145.2166,7.74396,5.506,2
mc940-396,145.22702,7.74641,4.695,2
mc940-398,145.22607,7.7402,3.57256,2
mc940-402,145.21807,7.74135,5.64054,2
mc940-403,145.22045,7.74733,4.97684,1
mc940-404,145.22867,7.74286,0.89399,2
mc940-408,145.2182,7.74807,5.432,1
mc940-410,145.22389,7.74613,5.833,1
mc940-414,145.23168,7.74299,4.037,1
mc940-423,145.21732,7.74842,3.949,1
mc940-427,145.22814,7.73351,5.78127,2
mc940-429,145.22162,7.74779,4.70067,2
mc940-433,145.23092,7.74702,5.367,1
mc940-1,145.22589,7.73956,0.38009,3
mc940-2,145.22307,7.74033,0.34051,1
mc940-3,145.22753,7.73268,0.34432,3
mc940-5,145.23109,7.73257,1.04853,1
mc940-16,145.22436,7.73265,0.33142,3
mc940-20,145.22377,7.7404,0.33752,3
mc940-24,145.22698,7.73267,3.163,3
mc940-33,145.21981,7.7327,0.57571,3
mc940-34,145.21644,7.73367,-2e-05,3
mc940-35,145.21636,7.73286,5.017493,1
mc940-36,145.22185,7.73298,4.43047,2
mc940-38,145.22386,7.73311,0.94974,3
mc940-39,145.21796,7.73292,3.4009,3
mc940-40,145.22598,7.7332,0.94999,3
mc940-42,145.22101,7.73311,0.40571,3
mc940-43,145.22026,7.74658,0.38033,3
mc940-51,145.22942,7.74645,3.133866,1
mc940-52,145.22449,7.74631,1.81264,2
mc940-56,145.21456,7.74611,0.3379,2
mc940-59,145.22198,7.74387,0.343259,2
mc940-60,145.22399,7.74474,0.34018,3
mc940-62,145.22332,7.74507,0.33016,3
mc940-65,145.21778,7.74515,0.33411,3
mc940-68,145.22985,7.74517,0.33689,3
mc940-69,145.2295,7.74494,0.338,1
mc940-70,145.22557,7.74533,0.3354,3
mc940-73,145.23004,7.74455,0.333,1
mc940-76,145.22579,7.74427,0.342,2
mc940-77,145.22577,7.74557,1.81419,2
mc940-78,145.22811,7.74378,8e-05,3
mc940-79,145.22826,7.74318,0.89314,3
mc940-81,145.21567,7.74405,1.348432,1
mc940-83,145.22933,7.74403,0.33325,3
mc940-87,145.22615,7.74385,0.33892,3
mc940-88,145.22401,7.74395,0.338,2
mc940-90,145.22972,7.74386,0.34003,3
mc940-91,145.22961,7.74374,0.33977,3
mc940-94,145.21645,7.74376,0.33494,2
mc940-95,145.22367,7.74358,0.34032,3
mc940-107,145.22704,7.74125,0.33765,3
mc940-108,145.2163,7.74642,0.46065,3
mc940-109,145.2269,7.7424,0.34185,3
mc940-110,145.22307,7.74161,0.33844,3
mc940-111,145.22484,7.73939,0.33882,3
mc940-112,145.22391,7.74136,0.33751,3
mc940-113,145.22455,7.74704,0.339,1
mc940-114,145.2151,7.7425,0.34153,2
mc940-115,145.22531,7.74259,0.34156,3
mc940-117,145.22084,7.74232,5.49611,2
mc940-120,145.21546,7.7422,0.9361,1
mc940-121,145.21713,7.74236,0.34044,3
mc940-125,145.22587,7.74164,0.34035,3
mc940-126,145.22871,7.7417,0.34174,3
mc940-127,145.22569,7.74156,0.335453,3
mc940-133,145.22285,7.74046,0.34032,3
mc940-134,145.21595,7.7466,0.46046,3
mc940-136,145.21947,7.74006,0.34191,3
mc940-138,145.21555,7.74328,0.9135,1
mc940-141,145.22702,7.74044,0.59671,3
mc940-146,145.21519,7.74012,0.34283,3
mc940-148,145.23145,7.74031,3.9476,3
mc940-149,145.2211,7.74293,0.86509,3
mc940-155,145.21944,7.73936,0.3324,2
mc940-160,145.21879,7.73947,0.90181,2
mc940-177,145.23151,7.73896,0.341283,3
mc940-178,145.21605,7.73894,0.5523,2
mc940-179,145.22719,7.73902,0.347,2
mc940-181,145.22774,7.7388,0.32819,3
mc940-182,145.2283,7.73858,0.33475,3
mc940-183,145.22577,7.73872,4.034681,3
mc940-184,145.22206,7.73881,0.331,2
mc940-186,145.21614,7.74081,0.33277,2
mc940-187,145.22061,7.73879,5.49294,3
mc940-190,145.22657,7.73868,0.32763,2
mc940-191,145.21609,7.7379,0.337056,3
mc940-192,145.2156,7.7384,0.55241,3
mc940-193,145.22646,7.7387,0.32798,1
mc940-196,145.22537,7.73941,0.33865,3
mc940-197,145.21752,7.73833,0.46703,3
mc940-200,145.22561,7.73811,0.33966,2
mc940-201,145.21974,7.73794,0.778,1
mc940-207,145.21904,7.73773,3.51888,3
mc940-208,145.22032,7.73771,0.89506,3
mc940-210,145.21952,7.73678,0.34299,3
mc940-212,145.23176,7.73675,1.25114,3
mc940-213,145.23152,7.73605,0.12543,3
mc940-214,145.23121,7.73658,0.3328,3
mc940-215,145.22219,7.73696,1.5555,1
mc940-216,145.22079,7.73699,1.19549,1
mc940-218,145.22701,7.73691,2.944502,3
mc940-219,145.22842,7.73686,-0.000745,3
mc940-224,145.21895,7.73599,0.34096,3
mc940-225,145.23081,7.73649,0.90155,3
mc940-228,145.22872,7.73555,0.33969,3
mc940-231,145.21799,7.73564,1.24963,3
mc940-233,145.22685,7.73532,0.56251,3
mc940-234,145.22114,7.73597,0.33531,3
mc940-235,145.23137,7.73532,0.90179,3
mc940-238,145.22764,7.73519,0.67131,3
mc940-239,145.21599,7.73507,0.338,3
mc940-240,145.21843,7.73502,1.25052,2
mc940-250,145.22598,7.73459,3.63162,2
mc940-255,145.21966,7.73421,1.22452,3
mc940-256,145.22718,7.74296,0.34682,3
mc940-259,145.22966,7.73406,1.26737,2
mc940-262,145.21813,7.73358,0.34107,1
mc940-263,145.22539,7.73351,0.94663,1
mc940-265,145.22694,7.73343,0.574,2
mc940-278,145.22053,7.74855,0.34144,3
mc940-280,145.21975,7.74666,0.3349,3
mc940-281,145.21793,7.74875,0.34216,3
